,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
263,13,2,20,Social Classes and Customs,"The street along which this crowd is passing faces the canal over which we stand, and runs parallel with the island of Shameen and the river.",2,Urban Development and Architecture
264,13,2,20,Social Classes and Customs,"I had, up to this moment, been photographing the busy scene on the canal from the bridge on which we stand; so the crowd in a twinkling surged up to the gate to view the operation.",1,Culture and Traditions
265,13,2,20,Social Classes and Customs,"Knowing that any appearance of deliberately making a picture of this gaping horde would scatter them precipitately beyond reach, I focus for the proper distance while the camera is aimed in another direction, swing instantly on the tripod, expose and return to the original position, without arousing their suspicion.",1,Culture and Traditions
266,13,2,20,Social Classes and Customs,"There are none of the upper class in this group; a few wear caps, indicating a position above the majority, who are bareheaded coolies; there are a few boys; but, as usual, no women.",0,Social Structures and Inequality
267,13,2,20,Social Classes and Customs,"We can see dimly, across the narrow street, a drug-shop with a modern lamp suspended from the ceiling, and shelves of bottles on two sides of the room which has its whole front thrown open to the street.",2,Urban Development and Architecture
268,13,2,20,Social Classes and Customs,"This shop is considerably patronized by the Europeans, and usually some one in it can be found who can speak a few words of English.",1,Culture and Traditions
269,13,2,20,Social Classes and Customs,"They advertise and issue pamphlets setting forth the cureall principles of their discoveries and preparations, and undoubtedly do a flourishing business in an empire where from fifty to seventy-five per cent. of the people are illiterate.",0,Social Structures and Inequality
273,13,5,20,Social Classes and Customs,"We are ready for a change of scene, however, and so will leave them behind the gate and stroll down the river to a place near the steamboat-landing called the ""Dying-place.""",1,Culture and Traditions
274,14,2,20,Social Classes and Customs,"Dying-places are ordinarily in homes or in hospitals, but this poor fellow has neither a home nor a hospital in which to die.",0,Social Structures and Inequality
275,14,2,20,Social Classes and Customs,We are here in a vacant space near the river a sort of a common littered with refuse and scavenged by starving dogs.,0,Social Structures and Inequality
276,14,2,20,Social Classes and Customs,"It has been named the Dyingplace, because poor, starving, miserable outcasts and homeless sick, homeless poor, homeless misery of every form come here to die.",0,Social Structures and Inequality
277,14,2,20,Social Classes and Customs,"The world scarcely can present a more sad and depressing spectacle than this field of suicides; I say suicides, because many that come here come to voluntarily give up the struggle for existence and to die by sheer will force through a slow starvation.",0,Social Structures and Inequality
278,14,2,20,Social Classes and Customs,They may be enfeebled by lingering disease; they may be unable to find employment; they may be professional vagrants; they come from different parts of the city and sometimes from the country round about.,0,Social Structures and Inequality
279,14,2,20,Social Classes and Customs,They are friendless; they are passed unnoticed by a poor and inadequate hospital service; they become utterly discouraged and hopeless and choose to die.,0,Social Structures and Inequality
280,14,2,20,Social Classes and Customs,"Their fellow natives pass and repass without noticing them or thought of bestowing aid or alms, and here it is not expected; they have passed beyond the pale of charity; it is the last ditch; they are here to die, not to receive alms, and no one thinks of bestowing them.",0,Social Structures and Inequality
281,14,2,20,Social Classes and Customs,The pitiable specimen before us is near the end-too near to heed the usually dreaded camera.,0,Social Structures and Inequality
282,14,2,20,Social Classes and Customs,"I attempted to catch a view of others, who, having a trifle more vitality left, crawled away on hands and knees.",0,Social Structures and Inequality
283,14,2,20,Social Classes and Customs,"His glassy, fixed gaze tells how soon his long, hard struggle will be over; how soon even the grimy rags that cover his nakedness will be unnecessary.",0,Social Structures and Inequality
284,14,2,20,Social Classes and Customs,"With a stone for his pillow, a sack for his garment, without food or friends, an uncoffined grave will soon be his; he has begged a fellow mortal for work, but it was refused him.",0,Social Structures and Inequality
285,14,2,20,Social Classes and Customs,Would that the vast numbers who squander extravagantly and needlessly unearned wealth could witness the innumerable instances like this-of existence so full of suffering that death is welcome.,0,Social Structures and Inequality
286,14,2,20,Social Classes and Customs,"This far-gone case of destitution and misery is not the only one in this last retreat of human agony; you see another in the distance, probably a new arrival, as he yet has strength to sit erect.",0,Social Structures and Inequality
287,14,2,20,Social Classes and Customs,I have been several times to this haunt of agony and have always found several sitting or lying in different parts of the ground.,0,Social Structures and Inequality
288,14,2,20,Social Classes and Customs,"When death ends their sufferings they often remain several days before the tardy authorities remove the body, and when removed it is borne to an unknown grave in the potter's field.",0,Social Structures and Inequality
289,14,2,20,Social Classes and Customs,"Go with me to the Shameen, to the home of a faithful missionary, and there we can see a different face, a countenance illuminated by Christian ""Nirvana,"" a Chinese Biblewoman.",1,Culture and Traditions
365,17,4,20,Social Classes and Customs,"I have alluded to the suitableness of Shanghai for a comparison between Chinese and European civilization; this comparison you could make better should I take you through the native city, for it is considered a typical Chinese city; but I am afraid you will have to judge in a measure from what you have seen of Canton and from what you will see later of other cities and be satisfied with this distant view of the native city.",1,Culture and Traditions
366,17,4,20,Social Classes and Customs,I entered it several times for the purpose or getting a representative view and as often returned in despair.,0,Social Structures and Inequality
367,17,4,20,Social Classes and Customs,There is no accessible point of elevation over the city for a panorama; there is no street with light and space enough to enable one to obtain a view.,2,Urban Development and Architecture
368,17,4,20,Social Classes and Customs,"It is a wilderness of low, one-story buildings with weather-blackened tile roofs, surrounded by five miles of old crenulated brick wall, and is supposed to contain about a million inhabitants.",2,Urban Development and Architecture
369,17,4,20,Social Classes and Customs,Within it is traversed by lanes or streets which might better be termed fetid tunnels seething with filth and teeming with miserable and vicious-looking humanity.,2,Urban Development and Architecture
370,17,4,20,Social Classes and Customs,"Odors are suffocating, and the eyes can find nothing attractive or beautiful to rest upon; squalor, indigence, misery, slush, stench, depravity, dilapidation, decay prevail everywhere.",0,Social Structures and Inequality
371,17,4,20,Social Classes and Customs,One almost fears to enter a place of so many repugnant scenes and hurries away after a brief glance.,0,Social Structures and Inequality
372,17,4,20,Social Classes and Customs,"The saying that distance lends enchantment"" will answer for the native city of Shanghai; therefore, you will, I hope, be satisfied to view the dim outline of it by those long, square structures near the white space far away and in line with that signal staff which bears the French flag and marks the beginning of the French quarter of the city.",2,Urban Development and Architecture
373,17,4,20,Social Classes and Customs,"In greatest possible contrast there lies directly before us a continuation of the Bund in the European city, where all is bustle and activity; the streets are broad, well macadamized and lined with beautiful trees.",2,Urban Development and Architecture
374,17,4,20,Social Classes and Customs,"The river before the native city is a chaos of junks and sampans; here, out in the stream are many fine coasting steamers from all ports of the Empire, and farther up you see lying at the wharf stately, modern steamers that ply on the Yang-tse or down the coast to Ningpo.",3,Globalization and Modernization
375,17,4,20,Social Classes and Customs,All the comforts and luxuries of Western life are to be found side by side with what I have mentioned within the walls of the native city.,3,Globalization and Modernization
376,17,4,20,Social Classes and Customs,"Yet stranger still is the fact that, though the Chinese note the contrast, they are, with few exceptions, happy in their own way.",1,Culture and Traditions
377,17,4,20,Social Classes and Customs,"They live in the present, guided by the past; with them the present and the past are wedded, and a divorcement of the two is wonderfully slow.",1,Culture and Traditions
378,17,4,20,Social Classes and Customs,"It will require every influence for a great period of time; it will require the missionary seconded by the locomotive and possibly by ""Krupps,"" and this for many generations.",3,Globalization and Modernization
379,17,4,20,Social Classes and Customs,"We can see the French settlement commencing at the signal-pole and continuing on to the wall of the native city, showing all the concomitants of Western progress.",2,Urban Development and Architecture
380,17,4,20,Social Classes and Customs,Just notice those jaunty wide-awake little steam launches by the landing-stages side by side with the sampans.,2,Urban Development and Architecture
381,17,4,20,Social Classes and Customs,There is a comparison by itself; you may notice at the same time that those sampans are quite dissimilar in model to those we saw in Canton.,1,Culture and Traditions
382,17,4,20,Social Classes and Customs,"In this direction we see again the promenade along which pedestrians stroll to enjoy the river breeze in hot summer weather; and the same street life, the ""rikishas,"" some scudding along with an occupant and others waiting in the shade of those trees; but here we also see the indispensable wheelbarrow doing transport service.",2,Urban Development and Architecture
383,17,4,20,Social Classes and Customs,Could you tell by those little docks or landing-steps that extend along the bank of the river as far as we can see that there is a tide at Shanghai?,2,Urban Development and Architecture
393,18,3,20,Social Classes and Customs,"There is one feature, however, about this street which gives more evidence of assimilation; it leads out to the most fashionable suburbs and to the race-course, and on Sundays and during the cool afternoon hours of weekdays it is filled with stylish modern vehicles, many of which are occupied and owned by wealthy Chinese, including the ""upper-ten-dom"" of Chinese ladies, elegantly attired, richly bejeweled and coiffured and painted.",0,Social Structures and Inequality
394,18,3,20,Social Classes and Customs,"That these Chinese drive out in European carriages, that they attend the races, are among the hopeful signs that there is a trifling infiltration of occidentalism.",3,Globalization and Modernization
406,19,3,20,Social Classes and Customs,"The tea-house is a national institution in China; they are found in every city and town and village, and even in country places by the wayside, where they consist often of a shed or a simple shelter of thatch or matting.",1,Culture and Traditions
407,19,3,20,Social Classes and Customs,"Comparisons may be odious, but in studying a people or a nation one is compelled to make them, and since reaching Shanghai most of the comparisons have been against the Chinaman; but in the matter of the respective national resorts, as the teahouse versus the beer-saloon, a comparison is scarcely admissible, because the frequenters of the tea-house are people of the highest respectability, and I cannot say so much in reference to patrons of the beer-saloon.",1,Culture and Traditions
408,19,4,20,Social Classes and Customs,"To see ourselves as others see us is a moral impossibility, and could we do so it would scarcely mend matters, as the ethical vision of the second person would probably be no better than that of the first;",0,Social Structures and Inequality
409,19,4,20,Social Classes and Customs,"but it is curious to reflect on what would be the impressions of a Chinese gentleman who should for a first time pass through an American city or a single street of an average American town and examine the character of our national resort, the beer-saloon-what they drink and how they act therein, the numerical relation between the bakery and the beer-shop;",1,Culture and Traditions
410,19,4,20,Social Classes and Customs,"He might at the same time see a frequenter of this national resort come staggering to the door and in drunken stupor and maudlin profanity point his finger of scorn at some poor humble, industrious tea-drinking Chinaman passing by.",0,Social Structures and Inequality
411,19,5,20,Social Classes and Customs,"First, though, note the native policeman in regulation garb; his feet, his arms and his head are all in a position that clearly betrays a consciousness of authority over his fellows about him.",0,Social Structures and Inequality
412,19,5,20,Social Classes and Customs,"Just at the right-hand side of that front we will enter and ascend to the room above, where we can see the interior of the Chinese national resort.",1,Culture and Traditions
437,20,5,20,Social Classes and Customs,"I smiled at his many generous draughts; but when leaving the place I learned that although his face was thin, there was no lack of “ cheek""; the several cups were all charged to me.",0,Social Structures and Inequality
438,20,5,20,Social Classes and Customs,"This was the third time in the one day's service that this old picked-up guide had ""squeezed my pigeon""; but I should explain this curious phrase, which is current and well understood in all parts of China where the so-called ""pigeon English ""is spoken.",1,Culture and Traditions
439,20,5,20,Social Classes and Customs,"“Pigeon,"" or ""pigin,"" is as near as the Chinese lingual organs can come to saying business.",1,Culture and Traditions
440,20,5,20,Social Classes and Customs,"A Chinaman, for instance, who wishes to say, ""That is not my business,"" will say, ""That no my pigeon.""",1,Culture and Traditions
441,20,5,20,Social Classes and Customs,"All Chinese servants, without exception, will in some way get a commission or a profit out of any handling of money for their employers.",0,Social Structures and Inequality
466,22,2,20,Social Classes and Customs,"Much has been written about this strange custom of binding the feet, and many different ideas advanced as to its origin.",1,Culture and Traditions
467,22,2,20,Social Classes and Customs,Some Chinese tell us that it was a handicap placed on woman's gadding proclivities many centuries ago.,1,Culture and Traditions
468,22,2,20,Social Classes and Customs,"Another tradition tells how a beautiful princess, having club feet, so skillfully concealed the fact that others imitated her methods and in this way her imitators brought about a fashion of binding the feet.",1,Culture and Traditions
469,22,2,20,Social Classes and Customs,"I am more inclined to believe, however, that it is an innovation of fashion; that through all time small feet have been considered more comely than large feet; and fashion exaggerates every means to an end, and this custom has been exaggerated into a deformity in China.",1,Culture and Traditions
470,22,2,20,Social Classes and Customs,Western nations are not guiltless in this matter; corns and bunions and other feet ailments are often attributable to feet-binding by shoes which are too small.,1,Culture and Traditions
471,22,2,20,Social Classes and Customs,Any person who wears shoes a size or a half-size too small lives in a glass house and must not criticise foot-binding in China; it is therefore a matter of degree and not principle.,1,Culture and Traditions
472,22,2,20,Social Classes and Customs,"The Chinese insist that tight lacing in Western countries is in worse taste and more injurious to health than feet-binding; that the waist is more vital than the feet, and that a slight compression of the former is more disastrous than even malformation of the latter.",1,Culture and Traditions
473,22,2,20,Social Classes and Customs,"It is generally believed that feet-binding is only practiced by the upper classes, and that ""lily feet"" are a badge of refinement; later writers and travellers in China claim this is a mistake, and my own observations have been that it is practiced by all classes except the Manchus, though no doubt less by the lower class, who are obliged to work.",1,Culture and Traditions
474,22,3,20,Social Classes and Customs,"When the little miss has her muscles of locomotion fairly well developed, say at from five to eight years of age, pieces of cloth from two to three inches wide are wound tightly around the feet, commencing at the great toe and winding upward to and over the ankle; the toes are turned under, as you see them in this case; the heel is drawn toward the sole of the foot.",1,Culture and Traditions
475,22,3,20,Social Classes and Customs,until the two extremes are nearly in contact; other and stronger wrappings are added; occasionally the bandages are removed and readjusted; the circulation is sufficiently arrested to stop further growth and development.,0,Social Structures and Inequality
476,22,3,20,Social Classes and Customs,"Disuse of the feet deteriorates the muscles of the legs, and the calves almost disappear; but this adds to the symmetry of the ideal female form which, according to the Chinese fancy, should taper gradually from the shoulders to the point of the little foot.",1,Culture and Traditions
477,22,3,20,Social Classes and Customs,"These dainty feet are well nigh useless for pedestrian purposes, and impart a gait which one can imitate perfectly by trying to walk on the heels without touching the front part of the foot to the ground.",1,Culture and Traditions
478,22,4,20,Social Classes and Customs,"Possibly you would like to know how I succeeded in getting this view, since I have told you they are so seldom seen.",1,Culture and Traditions
479,22,4,20,Social Classes and Customs,"You remember my old guide at the tea-house who squeezed the pigeon"" when trying to find me a smallfooted subject.",1,Culture and Traditions
480,22,4,20,Social Classes and Customs,"I went with him to a native quarter of the city, where he said he had bargained with a pretty girl; because I, of course, stipulated that the face should be pretty as well as the feet, for art purposes.",1,Culture and Traditions
481,22,4,20,Social Classes and Customs,"He took me by devious ways to an upper floor, where, after haggling with the inmates for a tedious length of time, he brought forth an unusually comely specimen who giggled after the fashion of girls the world over; but she had not been made to understand that her feet must be unbound, and when this was explained to her she fled precipitately, and no money consideration would tempt her to return.",1,Culture and Traditions
482,22,4,20,Social Classes and Customs,"We tried a third house, to which we were followed by a wild gang of idlers, who wondered what the ""fangwei"" (foreign devil) was in search of.",1,Culture and Traditions
483,22,4,20,Social Classes and Customs,"After an extended search he found one girl, who, for a consideration of four Mexican dollars, would come to the hotel and unwrap her feet for the camera.",1,Culture and Traditions
484,22,4,20,Social Classes and Customs,Long usage has taught them to look upon small feet as beautiful; but it is only when they are encased in dainty silken shoes that they are presentable.,1,Culture and Traditions
485,22,4,20,Social Classes and Customs,"The small feet of the Chinese women are not so small as they appear to be; the sharp front part of the foot is wedged into the small shoe, while the heel is lifted up into the leg of the shoe, thus giving the appearance of a foot scarcely three inches long, when in reality it may be six or seven inches.",1,Culture and Traditions
498,24,2,20,Social Classes and Customs,"This bridge is usually a great thoroughfare in Ningpo, especially on market days, when it is lined from end to end with sellers of all kinds of country produce, as well as manufactured goods.",1,Culture and Traditions
499,24,2,20,Social Classes and Customs,"On such days it is next to impossible to pass over it, and ferrymen do a flourishing business, when this branch of the river is impeded by the multitude of small boats carrying passengers to and fro.",1,Culture and Traditions
500,24,2,20,Social Classes and Customs,"The bridge is two hundred yards long and five broad, made of sixteen lighters chained together and covered with planks securely lashed, the whole line of boats being held by anchors.",2,Urban Development and Architecture
501,24,2,20,Social Classes and Customs,It was while making this view that I espied a woman crossing with hair coiffured in a most unusual and fantastic style.,1,Culture and Traditions
502,24,2,20,Social Classes and Customs,"I dispatched my native guide in great haste to intercept her and negotiate a pose, but all attempts and money offers were unavailing.",1,Culture and Traditions
503,24,2,20,Social Classes and Customs,"Her hair was arranged in a thin, vertical coil, projecting about eight inches from her head behind and noticeable at any distance.",1,Culture and Traditions
504,24,2,20,Social Classes and Customs,"The wearers of this odd coiffure are female barbers and belong to an order called the ""To min.""",1,Culture and Traditions
505,24,2,20,Social Classes and Customs,"There are three thousand in the ""To min"" set, and they, like the Tankia at Canton, are despised by the general community.",0,Social Structures and Inequality
506,24,2,20,Social Classes and Customs,"The men are not allowed to compete in the examinations or follow an honorable vocation; they are often actors, musicians or sedan-chair carriers.",0,Social Structures and Inequality
507,24,2,20,Social Classes and Customs,"The “To min"" are supposed to be descendants of one Kin who aided the Japanese in their attack on this province; hence the odium which has rested upon them ever since.",0,Social Structures and Inequality
508,24,2,20,Social Classes and Customs,"It is often charged that the Chinese lack patriotism, but this prejudice against the ""To min"" surely resembles patriotism.",1,Culture and Traditions
520,25,3,20,Social Classes and Customs,We will give those poor toilers a few cash and proceed on our way until we reach a beautiful temple called the Fukien Guild Hall.,0,Social Structures and Inequality
568,29,2,20,Social Classes and Customs,"The little girls are placed in front, the larger ones in the rear; they all engage in the exercises with eagerness and animation and acquit themselves seemingly as well as Western girls could do.",1,Culture and Traditions
569,29,2,20,Social Classes and Customs,On several occasions before I have asked you to notice the sad and expressionless faces in native groups; but these countenances are scarcely more than half Mongolian; they are bright and cheerful.,1,Culture and Traditions
570,29,2,20,Social Classes and Customs,"This is partially owing to the fact that they have just been looking through the stereoscope and are at this moment being immortalized after the fashion of the subjects of the views they have seen, and partly to the loving influence of their kindly teacher.",1,Culture and Traditions
571,29,2,20,Social Classes and Customs,"We find here no bare feet nor dirty faces, no soiled garments; all are neat and tidy, and from refined homes and under a faithful American teacher.",1,Culture and Traditions
572,29,2,20,Social Classes and Customs,"Some four months later when I returned from Pekin and the North, I secured a stereoscope for their teacher with a picture of the class.",1,Culture and Traditions
573,29,2,20,Social Classes and Customs,"When the stereoscope and the pictures were presented to Miss Cogdal she could scarcely repress her clamorous, importunate pupils, who clung to her skirts, awaiting their turns to witness their own faces under the magical effect, as it seemed to them, of the stereoscope.",1,Culture and Traditions
574,29,2,20,Social Classes and Customs,"Keeping in mind that those pupils in the rear of the line are young ladies, I must tell you how carefully girls of the upper class are reared as regards moral and social training; though we are not to forget that China is full of paradoxes and contradictions.",1,Culture and Traditions
575,29,2,20,Social Classes and Customs,"In reconciliation of these paradoxical statements, let me quote from a preface of a most interesting little book translated from the Chinese by Mrs. S. L. Baldwin: ""Few people in the West have any intelligent conception of the remarkable civilization that has existed in China for hundreds of years, and this in strange contrast with her squalor, poverty and heathenism.""",1,Culture and Traditions
576,29,2,20,Social Classes and Customs,"Wherever we go in this ""Flowery Kingdom"" we are meeting these contradictions, viz.: remarkable civilization and amazing barbarism; so that one is constantly admiring and as constantly in a mood of imprecation.",1,Culture and Traditions
577,29,2,20,Social Classes and Customs,"The little book to whose translation I have referred, is a book of etiquette entitled: ""Instruction for Chinese Women and Girls.""",1,Culture and Traditions
578,29,2,20,Social Classes and Customs,"This extraordinary little book of etiquette was written over eighteen hundred years ago by one Pang Tai Ku, a very celebrated literary woman, and her instructions are so remarkable when we consider the time at which they were written that I cannot refrain from quoting some portions to you while these little girls and young ladies are before you; because we can scarcely help associating their grace and good breeding with such moral teaching as has come down through the centuries from Pang Tai Ku.",1,Culture and Traditions
579,29,2,20,Social Classes and Customs,"Let me first give you the introduction to this venerable book of etiquette: ""Tai Ku, your handmaid, is of an illustrious family and was a philosopher's wife.",1,Culture and Traditions
580,29,2,20,Social Classes and Customs,"I have tried to perfect myself in the four womanly virtues, which are: First, carefulness of deportment, which includes manners, dress, and all IIO outward conduct; second, all womanly duties; third, talking little and that of profit; fourth, to be virtuous.",1,Culture and Traditions
581,29,2,20,Social Classes and Customs,I also earnestly tried to follow the example of the nine upright women' and 'three chaste ones' (ancient Chinese women distinguished for their virtues).,1,Culture and Traditions
582,29,2,20,Social Classes and Customs,"Of cultivating virtue's method, The most important is To be pure and upright in morals; If pure, you are clean inside and outside; Chastity is your body's glory; Having it, all your acts shine.",1,Culture and Traditions
583,29,2,20,Social Classes and Customs,"When walking, look straight, turn not your head; Talking, restrain your voice within your teeth; Sitting, don't shake your knees-a common fault with men.",1,Culture and Traditions
584,29,2,20,Social Classes and Customs,"Standing, keep quiet your skirts; When pleased, laugh not aloud; If angry, still make no noise; USING THE NEEDLE.",1,Culture and Traditions
585,29,2,20,Social Classes and Customs,"To embroider shoes, stitch stockings, Mend clothes, and unite cloth, Trim and quilt garments, III All such work should you be able to do.",1,Culture and Traditions
586,29,2,20,Social Classes and Customs,"If you follow these instructions, Whether it be cold or warm, You will have suitable clothing, And rags and poverty you will not know.",0,Social Structures and Inequality
587,29,2,20,Social Classes and Customs,Do not imitate lazy women Who from youth to womanhood have been stupid Not having exerted themselves in woman's work.,0,Social Structures and Inequality
588,29,2,20,Social Classes and Customs,"The idle girl going forth to be married, Injures the reputation of her husband's whole family.",1,Culture and Traditions
589,29,2,20,Social Classes and Customs,"If it is a male guest, The wife may not be seen, But, near the reception room Await her husband's orders.",1,Culture and Traditions
590,29,2,20,Social Classes and Customs,"If the guest remains to eat and sleep, Wait for the husband to come And say what he wishes prepared; Whether to kill chickens or cook vegetables, Or only offer refreshments.",1,Culture and Traditions
591,29,2,20,Social Classes and Customs,"Do not imitate those careless women Who do not look after the reception room; Who are hurried and without self-possession, And therefore do nothing properly.",1,Culture and Traditions
592,29,2,20,Social Classes and Customs,"If a guest arrives When the husband is absent, Send a small child to inquire Whence he comes.",1,Culture and Traditions
593,29,2,20,Social Classes and Customs,"If he looks like a friend, Send and ask his name And invite him to enter, Then with hair in order and dress neat, The wife may enter the reception room And present her salutation.",1,Culture and Traditions
594,29,2,20,Social Classes and Customs,"After he has taken tea, She should inquire his business, And if he is a very near friend or relation, She may invite him to await her husband's return.",1,Culture and Traditions
595,29,2,20,Social Classes and Customs,"Boys know not how to read; They grow up following their own wills, Drinking wine and seeking only amusement, Living idle and useless lives, Singing songs and dancing, Disregarding their family duties, And fearing not their country's laws.",0,Social Structures and Inequality
596,29,2,20,Social Classes and Customs,Girls too are unwilling to learn; They are stubborn and talkative; They know little of woman's duties.,0,Social Structures and Inequality
597,29,2,20,Social Classes and Customs,"Do not the foregoing quaint precepts written over eighteen hundred years ago plainly tell us that human nature never changes; that proprieties were the same then as now, and that boys and girls were boys and girls eighteen hundred years ago, and after all, human nature in the East is human nature in the West.",1,Culture and Traditions
598,29,2,20,Social Classes and Customs,"So we will say good-by to our patient, gentle group of Mongolian lassies and take ""rikishas"" five or six miles farther out and southward to a village called Loong Wah, where once a year, during what is called the Peach-blossom Festival, the native inhabitants gather in great numbers to celebrate the bloom and promise of spring.",1,Culture and Traditions
599,29,2,20,Social Classes and Customs,One of the most remarkable features of this festival celebration is the number of beggars gathered by the roadside on the way to Loong Wah.,0,Social Structures and Inequality
600,29,2,20,Social Classes and Customs,"We will have only time and opportunity to look at one of these beggars; but he being the king of beggars, we will consider him a fitting representative of the whole race.",0,Social Structures and Inequality
601,30,2,20,Social Classes and Customs,"On our arrival at Loong Wah, near the pagoda of the same name, which you see a few hundred feet before us, this ""Jolly Old Beggar "" marched directly into our presence with greasy, but by no means a starved-looking face, and asked for alms.",1,Culture and Traditions
602,30,2,20,Social Classes and Customs,We were at once struck by his extraordinary manner as well as by his extraordinary appearance; the first thing unusual in his manner was his smiling face and his cheerful willingness to stand before the camera.,1,Culture and Traditions
603,30,2,20,Social Classes and Customs,"This was done, too, before I had been made aware that he was a distinguished man, well known in his native village and in the country round; he is a royal personage, even a king in his class, and undoubtedly a possessor of considerable wealth.",0,Social Structures and Inequality
604,30,2,20,Social Classes and Customs,"There is a membership fee of about four dollars, and all members swear to abide by the rules and regulations of the society.",1,Culture and Traditions
605,30,2,20,Social Classes and Customs,The power of the head of a guild is considerable; and they are sometimes appointed watchmen over certain streets because their authority is greatly respected by the unscrupulous element of their own society.,0,Social Structures and Inequality
606,30,2,20,Social Classes and Customs,"When a member dies the guild furnishes a two-dollar coffin for decent burial, and other members are required to attend the funeral; they maintain a lodging-house in which members are allowed to sleep at the rate of one cash (one-seventeenth of a cent) a night.",1,Culture and Traditions
607,30,2,20,Social Classes and Customs,In some towns the rich merchants furnish a dinner twice a year to the beggars on condition that they are not to be importuned by the guild for alms at other times.,0,Social Structures and Inequality
608,30,2,20,Social Classes and Customs,"Some of these guilds follow curious occupations, as at Fool Chow, where they engage in rearing snakes, which are sold to the medical fraternity, who boil them down for medicinal purposes.",1,Culture and Traditions
609,30,2,20,Social Classes and Customs,"All beggars are not members of a guild; many are too poor and miserable to cope with the initiation fees; such beggars you saw at the ""Dyingplace"" in Canton.",0,Social Structures and Inequality
610,30,2,20,Social Classes and Customs,The many expedients to which beggars here resort to elicit sympathy and extort alms is an ethnological study.,0,Social Structures and Inequality
611,30,2,20,Social Classes and Customs,"Sometimes they have been known to carry a most unsightly leper, on whom the progress of his incurable disease has sloughed off ears and nose and hands.",0,Social Structures and Inequality
612,30,2,20,Social Classes and Customs,This is done to compel the inmates of homes to bestow alms in order to rid themselves of a loathsome nuisance.,0,Social Structures and Inequality
