,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
226,11,2,11,Geography and Topography,Among the trees yonder you can see the west end of a row of European houses that extends the full length of the ísland; many of them are much more imposing than those we see; some are four stories in height and surrounded by fine shrubbery and flower-gardens.,0,Urban Landscapes
227,11,2,11,Geography and Topography,"In this line of buildings are all the consulates, where Li Hung Chang occasionally called during his official term in Canton.",4,Political and Historical Context
228,11,2,11,Geography and Topography,"I witnessed one of these formal calls; it was marked by what we would look upon as semi-barbaric pomp; Earl Li was carried in his state-chair, followed by a motley retinue of soldiers, musicians, standard-bearers and a few horsemen on miserable and ill-caparisoned ponies.",3,Cultural Heritage
236,11,4,11,Geography and Topography,Before leaving this place I will direct your attention to only one other feature; it is the color and character of the water in the Pearl River.,1,Natural Landscapes
237,11,4,11,Geography and Topography,"In physiography, considerable importance is always attached to the character of the water in great rivers, whether clear or turbid; whether wholesome for drinking and cooking purposes or whether malarious (whatever that may mean) and fever-producing.",1,Natural Landscapes
238,11,4,11,Geography and Topography,"I have among my collection of objects from foreign countries, bottles of water from the Jordan River, the Dead Sea, the Nile, the Amazon and the Yang-tse-Kiang.",1,Natural Landscapes
344,16,3,11,Geography and Topography,"Pekin is now about six hundred miles directly in front of us; the homes of millions of Chinese lie off to our left, while the island empire of Japan lies directly to our right.",4,Political and Historical Context
361,16,7,11,Geography and Topography,"On the map of Shanghai, Map No. 5, the red lines which start from the Custom-house, just north of our first position, and branch toward the southeast to the map margin, give our next field of vision.",0,Urban Landscapes
362,17,2,11,Geography and Topography,"The native city lies in the distance before us, and many hundred miles in that direction is Formosa and the Philippine Islands.",4,Political and Historical Context
623,30,4,11,Geography and Topography,"SOO-CHOW Eighty miles northwest of Shanghai, situated on the Grand Canal, is a city famous in Chinese history, but not so well known to the outside world.",3,Cultural Heritage
624,30,4,11,Geography and Topography,"It was founded 500 B.C. and must have been in its palmiest days a veritable Oriental Venice, being still as of old, intersected by waterways in every direction.",0,Urban Landscapes
625,30,4,11,Geography and Topography,"I refer to the city of Soo-chow (see map of Eastern China), to which the pet name Beautiful Soo"" has been given, because of the many attractive features it possessed during its earlier days.",0,Urban Landscapes
626,30,4,11,Geography and Topography,"The world is indebted to the scholarship and research of the Rev. Hampden C. Du Bose, D.D., for much information about this historic place.",3,Cultural Heritage
627,30,4,11,Geography and Topography,"Dr. Du Bose has written a booklet called ""Beautiful Soo,"" in which he gives information that could scarcely be found elsewhere.",3,Cultural Heritage
628,30,4,11,Geography and Topography,"He says the Chinese have a proverb as follows: ""Heaven is above-below is Soo-chow and Hangchow.""",3,Cultural Heritage
733,35,3,11,Geography and Topography,"Let us go ashore, ascend those forty steps, turn to the right a hundred yards, and we will face a pretty plaza, which, overlooking the river, is called the Bund.",0,Urban Landscapes
835,37,9,11,Geography and Topography,Late in the afternoon we were among the lower mountain slopes and scattering patches of tea plants began to appear.,1,Natural Landscapes
836,37,9,11,Geography and Topography,"It was up a steep mountain side, over a crest and down again into a table-land covered with patches of paddy (growing rice in Eastern countries is called paddy) until nightfall, when we entered a broad, fertile valley watered by a small river.",1,Natural Landscapes
863,38,2,11,Geography and Topography,"One portion of the crowd following us is there on the bridge; another squad is on the hillside, toward the right, beyond the range of our vision.",1,Natural Landscapes
864,38,2,11,Geography and Topography,"I made several attempts: before this view was taken to stereograph this band of rustics at close quarters, but failed, because, although sadly lacking in intelligence, they seemed to know the business front of a camera and scattered with the slightest turn in their direction; but at this distance they do not imagine their pictures can be taken.",3,Cultural Heritage
865,38,2,11,Geography and Topography,"This is an exceedingly interesting scene; in the first place, because it is in the heart of China; in the second place, because it is in the mountain region where tea is grown; and besides, it shows you paddy or rice fields which I had occasion to mention, but could not show you en route.",1,Natural Landscapes
866,38,2,11,Geography and Topography,"Here, in the interior, we see again the typical arched bridge, such as we saw at Soo-chow; but this has two arches, with only one in sight.",2,Infrastructure and Transportation
867,38,2,11,Geography and Topography,"I have seen beautiful bridges in China with over fifty arches; as usual, this bridge is made for footpassers only and is approached by steps.",2,Infrastructure and Transportation
868,38,2,11,Geography and Topography,"You see, too, the stream that irrigates the valley, flooding the paddy fields; it might be called the purveyor for the whole population.",1,Natural Landscapes
1085,45,4,11,Geography and Topography,On the map of Taku our position is given by the red lines which branch toward the southeast from the encircled number 46.,2,Infrastructure and Transportation
1121,47,9,11,Geography and Topography,"Near the center of the map we see the rectangular outline of the Native City, the heavier black line showing the course of its encompassing brick wall.",3,Cultural Heritage
1122,47,9,11,Geography and Topography,The Pei-ho River winds among the outlying villages in a general course from the northwest toward the southeast.,1,Natural Landscapes
1123,47,9,11,Geography and Topography,"The Japanese, French, British and German Concessions lie to the southeast of the Native City on the river's right bank; the proposed Russian Concession is on the left bank.",0,Urban Landscapes
1124,47,9,11,Geography and Topography,"An earth or mud wall encircles the entire area covered by the old city, the villages and the Foreign Concessions.",0,Urban Landscapes
1125,47,9,11,Geography and Topography,"By much effort I had made my way up the Pei-ho to a point near that first bend toward the left, or west.",1,Natural Landscapes
1126,47,9,11,Geography and Topography,One of the first places we shall visit together is the pontoon bridge made by the French opposite the French Concession.,2,Infrastructure and Transportation
1127,47,9,11,Geography and Topography,"We are to stand as the red lines connected with the number 48 show, on the left bank of the river, and look toward a street and range of buildings on the opposite bank, a part of the French Concession.",0,Urban Landscapes
1192,52,2,11,Geography and Topography,That group of buildings with several smokestacks in the distance to the left belong to the West Arsenal (see map).,0,Urban Landscapes
1193,52,2,11,Geography and Topography,"In the distance, far to the right, we hardly catch a glimpse of the southwestern corner of the walled city.",0,Urban Landscapes
1300,57,4,11,Geography and Topography,"A few rods back from where we stand, we will ascend the mud-wall and look toward the Native City and the South Gate (see map).",0,Urban Landscapes
1545,68,7,11,Geography and Topography,"That we may get our bearings from the very beginning, let us turn to Map No. 8, a plan of Pekin.",0,Urban Landscapes
1546,68,7,11,Geography and Topography,"The vast wall which encompasses the city is in the general form of a quadrangle, corresponding with the four cardinal points of the compass, the greater length lying exactly north and south.",0,Urban Landscapes
1547,68,7,11,Geography and Topography,"A transverse wall cuts off the southern third of the quadrangle, and within this is the strictly Chinese section of Pekin, the Chinese City.",0,Urban Landscapes
1548,68,7,11,Geography and Topography,"The central position of this latter area walled off by itself is the Imperial City, and yet within this is the walled Forbidden City.",0,Urban Landscapes
1549,68,7,11,Geography and Topography,A small outline plan of these several city areas is given on the upper left-hand side of the main map.,0,Urban Landscapes
1550,68,7,11,Geography and Topography,"The wall of Pekin extends about five and one-half miles from north to south, and three and one-half miles from east to west.",0,Urban Landscapes
1588,69,9,11,Geography and Topography,Turn to the map of Pekin and find the two red lines which start slightly east of the Ha-ta Gate and branch to the north wall of the city.,0,Urban Landscapes
1589,69,9,11,Geography and Topography,The number 70 in a circle is connected with their starting point and is also found without a circle at the end of each line.,3,Cultural Heritage
1607,70,6,11,Geography and Topography,"While we are looking along this important thoroughfare, allow me to locate certain places, some of which we may hereafter visit.",0,Urban Landscapes
1608,70,6,11,Geography and Topography,"Should we follow one of the first side streets leading to our right one mile we would reach the east wall of the Tartar City, at a point where the famous Observatory is located and which we will show you later; and near it is situated the Examination Hall.",3,Cultural Heritage
1609,70,6,11,Geography and Topography,"A short distance beyond the Tsung-li Yamên is the headquarters of the Inspector General of Customs, Sir Robert Hart.",4,Political and Historical Context
1610,70,6,11,Geography and Topography,"At the extreme end of this street and outside the wall is a great temple called Ti-tan, or Altar of Earth.",3,Cultural Heritage
1611,70,6,11,Geography and Topography,"At the farther end of this street, slightly to the right, we shall visit later the great Lama Temple.",3,Cultural Heritage
1612,70,6,11,Geography and Topography,"Those two temples stand near the northern limit of the Tartar City; but there are remains of an ancient wall two miles beyond that, which was the northern limit of the capital of the Mongol Dynasty.",3,Cultural Heritage
1613,70,6,11,Geography and Topography,"Observe the level character of the site of this great city, how great the distances and how the whole area is interspersed with trees.",0,Urban Landscapes
1614,70,6,11,Geography and Topography,"It is verily a city of great walls and great distances, and, I might add, of great filth and great cowards.",0,Urban Landscapes
1615,70,6,11,Geography and Topography,"In the dry season the main streets are ankle deep with fine dust, and when carts or caravans pass along, it rises and floats in great clouds, covering everything and infiltrating everywhere.",1,Natural Landscapes
1616,70,6,11,Geography and Topography,"After the city was occupied by the Allies, the last two miles of this great street was one of the greatest loot-marts in the city: mats and cloths were spread out on the sides of the street and articles for sale were laid thereon, and in that way the place became a wilderness of all sorts of things, and the haunt of curio hunters.",4,Political and Historical Context
1617,70,7,11,Geography and Topography,We shall now turn away from this view northward along Von Ketteler Street and proceed along the top of the wall westward to a point nearly opposite the British Legation.,0,Urban Landscapes
1658,71,10,11,Geography and Topography,"On the map we find our position and the direction in which we are to look by the two red lines which start on Legation Street, a short distance above the Water Gate, and extend toward the east.",0,Urban Landscapes
1659,71,10,11,Geography and Topography,"The left-hand line stops at Von Ketteler Street, the right-hand line reaches the map margin, and each has the number 72 at its end.",2,Infrastructure and Transportation
1660,72,2,11,Geography and Topography,"It is three-fourths of a mile to the eastern end of this street on Ha-ta-men or Von Ketteler Street, heretofore pointed out to you.",0,Urban Landscapes
1661,72,2,11,Geography and Topography,"On the right-hand side of the street, one-eighth of a mile distant, we can see a portion of the German Legation building from which the German Minister departed on his fatal mission on June 20.",4,Political and Historical Context
1662,72,2,11,Geography and Topography,"To the left, the building next to that tree, with a flag-pole above it, is the entrance of the Spanish Legation, where I will escort you later to see the Foreign Ministers leaving the Legation after an important sitting.",4,Political and Historical Context
1663,72,2,11,Geography and Topography,"One-fourth of a mile from where we stand, on the left-hand side of the street, is the French Legation, which we shall visit next.",3,Cultural Heritage
1673,72,5,11,Geography and Topography,"Let us now go forward along this Legation Street just one-fourth of a mile to the French Legation, then turn around and look back in this direction.",0,Urban Landscapes
1674,72,5,11,Geography and Topography,"On the map, about half way between our present position and Von Ketteler Street, find two short red lines, connected with the number 73, which branch off toward the left or west.",0,Urban Landscapes
1688,73,5,11,Geography and Topography,"The great south wall of the Tartar City, upon which we have stood several times, is only a short distance to our left.",0,Urban Landscapes
1689,73,5,11,Geography and Topography,"We must ascend it again and pass along its top toward the west and past the place from which we looked down to the British Legation, to a point in the rear of the American Legation.",0,Urban Landscapes
1690,73,5,11,Geography and Topography,which start at the wall just west of the Water Gate and reach beyond the northern city wall.,0,Urban Landscapes
1711,76,2,11,Geography and Topography,"now we are in Chienmen Street, or, as the Germans call it, Kaiser Street, and there are other places with Teutonic cognomens, until it almost looks as though Germany was going to extort a namesake indemnity from poor ""John.""",4,Political and Historical Context
1737,77,7,11,Geography and Topography,"Now that we have seen Chien-men Street in the Chinese City and know how it appears, how low and mean-looking the buildings are, how ragged and miserable the common street sellers are, we shall follow this same street directly north to the Chien Gate again.",0,Urban Landscapes
1738,77,7,11,Geography and Topography,"Thence we shall pass eastward a short distance along Legation Street, thence northward outside the wall of the Imperial City about half its length, until we reach a breach in the wall made by the Allies to facilitate transportation.",2,Infrastructure and Transportation
1739,77,7,11,Geography and Topography,"This we enter and thereby conveniently gain access to Coal Hill, which we have already seen several times at a distance.",0,Urban Landscapes
1740,77,7,11,Geography and Topography,"It is about one hundred and fifty feet high, and from its summit we are to obtain fine prospects of the more important parts of the city.",0,Urban Landscapes
1741,77,8,11,Geography and Topography,We find the location of Coal Hill on the map practically in the center of the area inclosed by the Tartar City wall.,0,Urban Landscapes
1742,77,8,11,Geography and Topography,"Trace out the two red lines which run north from Coal Hill, each having the number 78 at its end outside the plan of the Tartar City.",0,Urban Landscapes
1743,78,2,11,Geography and Topography,"Here again you learn that the general aspect changes little; the city spreads away over the same level plain; the street in the distance is broad; the houses are low and somewhat scattered, and the whole field of view is thickly interspersed with trees.",0,Urban Landscapes
1744,78,2,11,Geography and Topography,"The area of the city is not densely populated, as at Canton and many other cities in China; in the Chinese portion there are large areas almost without buildings except a few temples.",0,Urban Landscapes
1745,78,2,11,Geography and Topography,"The slopes of Coal Hill are quite heavily wooded; the higher points contain pavilions or summer-houses, and at the time of our visit the largest of these on the highest point was occupied by French soldiers.",1,Natural Landscapes
1746,78,2,11,Geography and Topography,"Directly north, a little over a mile distant, you see what appears to be a huge gate rising from the street to a great height.",0,Urban Landscapes
1747,78,2,11,Geography and Topography,"It is known as the Drum-tower, because it contains a colossal drum which is beaten in times of alarm, and is also used to signalize the night watches.",3,Cultural Heritage
1748,78,2,11,Geography and Topography,"Two hundred yards beyond the Drum-tower is another somewhat similar structure called the Bell-tower, because it contains one of five great bells cast by Emperor Yung Lo in the early part of the fifteeenth century.",3,Cultural Heritage
1749,78,2,11,Geography and Topography,"The Chinaman's fondness for big things is not confined to great walls; he takes to big drums and big bells, and sometimes to very big ""josses,"" in material concerns; but, worse than that, I fear he does not always scruple on big diplomatic fibs, nor is his commercial code always free from big ""squeezes""; yet in this respect what nation shall cast the first stone?",4,Political and Historical Context
1750,78,2,11,Geography and Topography,"The northern wall of the Imperial City lies one-half mile north of us, but it can scarcely be identified among the trees.",0,Urban Landscapes
1751,78,2,11,Geography and Topography,"The Mei-shan, or Coal Hill, on which we stand is also surrounded by a wall which we see among the trees at the foot of the hill.",1,Natural Landscapes
1752,78,2,11,Geography and Topography,"We may see among the trees an ornamental gateway, and near it a passage through the wall leading to those rather pretentious structures beyond.",1,Natural Landscapes
1753,78,2,11,Geography and Topography,"This is another of those sacred ancestral shrines, where family records are kept and where memorial tablets are erected, as was explained to you when we stood before the one at Canton.",3,Cultural Heritage
1754,78,2,11,Geography and Topography,There are many beautiful architectural features to this family temple; there are richly carved marble rails and large figures of animals and birds in bronze.,3,Cultural Heritage
1755,78,2,11,Geography and Topography,"Says Du Bose, speaking of these ancestral halls: ""Here sacrifices are made, incense is burned and prayers are offered.",3,Cultural Heritage
1758,78,4,11,Geography and Topography,"Behind us lies the Palace, and for our last panorama of Pekin let us look over the urban ""Holy of Holies,"" or the Palace area.",3,Cultural Heritage
1759,78,4,11,Geography and Topography,"Turn again to the map and trace the two red lines which bound our field of vision, starting from Coal Hill and extending over the Forbidden City and the Chinese City.",0,Urban Landscapes
1778,79,7,11,Geography and Topography,"Do not forget that we are here looking directly toward the Chien Gate, which is now over a mile and a half south of us.",4,Political and Historical Context
1779,79,7,11,Geography and Topography,"We will leave the Mei-shan, turn to the left and pass outside the west wall of the Imperial City, and then southward till we reach Legation Street, and then swinging to the right on a line with the Chien Gate, we face north and enter the gate of the Imperial City and continue our way northward over a flagged highway and through another massive gateway until we reach a third prodigious gate; this we ascend and from its lofty second story we look north toward the gate which opens into the Forbidden City.",3,Cultural Heritage
1780,79,7,11,Geography and Topography,On the map we see by the red lines connected with the number 80 that we are to look north from the southern wall of the Imperial City.,3,Cultural Heritage
1845,83,6,11,Geography and Topography,"Her summers are spent at the Summer Palace among the western hills, thirteen miles from Pekin, which we shall visit later, and her favorite retreat within the city is a private palace, near the lake in the Imperial City, onehalf mile west of the Forbidden City.",3,Cultural Heritage
1846,83,6,11,Geography and Topography,That palace was occupied by Field Marshal Count von Waldersee while the allied armies were in the capital and has since been burned down.,4,Political and Historical Context
1880,85,4,11,Geography and Topography,On the map this new position is given by the red lines connected with the number 86 just north of the Forbidden City.,3,Cultural Heritage
1923,88,6,11,Geography and Topography,"We are now to leave this extreme northern end of Von Ketteler Street, and are about to take a walk of two miles south to the Ha-ta Gate.",0,Urban Landscapes
1924,88,6,11,Geography and Topography,"At the Ha-ta Gate where we obtained our first sight of the city, we will follow along the top of the wall eastward until we reach the east wall, and this we follow northward for only a short distance and we reach the Imperial Observatory.",0,Urban Landscapes
1925,88,6,11,Geography and Topography,Note on the map the red lines and the number 89 near the southeastern corner of the Tartar City.,0,Urban Landscapes
1943,90,3,11,Geography and Topography,"Mr. Wylie (than whom there is probably no better authority) was with me when I examined these instruments, and is of opinion that they are Chinese and that they were produced by Ko-Show-King, one of the most famous astronomers of China.",3,Cultural Heritage
1944,90,3,11,Geography and Topography,"One of them is an astrolabe, furnished beneath with a splendid sun-dial, which has long since lost its gnomon.",3,Cultural Heritage
1945,90,3,11,Geography and Topography,"The whole, indeed, consists of three astrolabæ, one partly movable and partly fixed in the plane of the ecliptic; the second turning on a center as a meridian circle, and the third the azimuth circle.",3,Cultural Heritage
1946,90,3,11,Geography and Topography,"This instrument is a marvelous specimen of the perfection to which the Chinese must, even then, have brought the art of casting in bronze.",3,Cultural Heritage
1947,90,3,11,Geography and Topography,"The horizon is inscribed with the twelve cyclical characters, into which the 326 Chinese divided the day and night.",3,Cultural Heritage
1948,90,3,11,Geography and Topography,"Outside the ring these characters appear again, paired with eight characters of the denary cycle, and four names of the eight diagrams of the book of changes, denoting the points of the compass, while the inside of the ring bears the names of the twelve states into which China, in ancient times, was portioned out.",3,Cultural Heritage
1949,90,3,11,Geography and Topography,"An equatorial circle, a double-ring ecliptic, an equinoctial colure, and a double-ring colure, are adjusted with the horizon ring.",3,Cultural Heritage
1950,90,3,11,Geography and Topography,"The equator is engraved with constellations of unknown antiquity, while the ecliptic is marked off into twenty-four equal spaces, corresponding to the divisions of the year.",3,Cultural Heritage
1951,90,3,11,Geography and Topography,"All the circles are divided into 365 degrees for the days of the year, while each degree is sub-divided into one hundred parts, as for everything less than a degree the centenary scale prevailed at that period.",3,Cultural Heritage
1952,90,3,11,Geography and Topography,"I take these instruments to be of great interest, as indicating the state of astronomical science in China at about the end of the thirteenth century.",3,Cultural Heritage
2031,93,7,11,Geography and Topography,"Probably the most interesting place in the neighborhood of Pekin is the Summer Palace of the Empress among the western hills, some thirteen miles westward.",3,Cultural Heritage
2032,93,7,11,Geography and Topography,"As already stated I made the journey on foot and in a single day, which is a little too much for a pleasure trip.",2,Infrastructure and Transportation
2033,93,7,11,Geography and Topography,"I remember very distinctly passing over a level plain, along a road flagged with large square stones, past little villages of brick houses with tile roofs, and by waving fields of millet, till I reached the western hills, at the base of which 1 encountered a small lake fed by mountain streams.",1,Natural Landscapes
2034,93,7,11,Geography and Topography,"I passed within the wall and around one side of the lake and over a beautiful marble bridge to a small island on the lake on which are erected gates, temples, pavilions and rockeries.",3,Cultural Heritage
2035,93,7,11,Geography and Topography,You may now stand with me by one of the summer-houses and look across the lake toward the many indescribable structures on the opposite shore.,1,Natural Landscapes
2036,93,8,11,Geography and Topography,"Turning to Map No. 2, ""Eastern China,"" we find our red route line extending northwest of Pekin to the location of the Summer Palace.",3,Cultural Heritage
2061,95,3,11,Geography and Topography,As I walked across this bridge I found at the farther end the figure of a cow cast in bronze and mounted on a base of stone.,3,Cultural Heritage
2062,95,3,11,Geography and Topography,"In my walk of a mile about the lake I passed many curious structures, all showing unmistakable signs of the looter and the iconoclast.",3,Cultural Heritage
