,chapter,paragraph,paraph_class,paraph_class_name,text,sentence_class,sentence_class_name
140,7,4,4,Daily Life and Occupations,The buildings are low and the streets are closed by gates or barricades at frequent distances; so that thieves can most readily reach the shops and pass from place to place along the roofs.,0,Human Settlement and Infrastructure
141,7,4,4,Daily Life and Occupations,A further reason for the bridges is that much industrial work is done on the roofs; clothes are here hung out to dry; frames are erected everywhere for the coloring and drying of cloth and yarn.,1,Economy and Labor
142,7,4,4,Daily Life and Occupations,"You will perceive a halt among those passers below; they have plainly spied the operator, but do not suspect that the eyes of a stereoscopic camera ever look down into that closely sheltered chasm.",2,Culture and Daily Life
143,7,5,4,Daily Life and Occupations,"The second, in the center of the street, gives the owner's name, Tai Chung Loong, followed by words which in English would be Sewing machine manufactured goods.",1,Economy and Labor
144,7,5,4,Daily Life and Occupations,"Another to Wing Fong Lau, who, according to his sign, is a dealer in paper fans, panels and decorated pictures.",3,Traditional Arts and Crafts
145,7,5,4,Daily Life and Occupations,"Do you see the one horizontal board both in English and Chinese which tells us that artificial speech and song have a fascination for the ""heathen Chinee""?",2,Culture and Daily Life
413,20,2,4,Daily Life and Occupations,"Seated on one of these black stools we are permitted to look around; if you spy any drunken men about do not fail to call my attention, because, while I have been many times in these tea-houses, I have never yet seen any in such a condition.",2,Culture and Daily Life
414,20,2,4,Daily Life and Occupations,"A tea-house usually consists of two large rooms furnished with many small tables and square stools, as you see here.",2,Culture and Daily Life
415,20,2,4,Daily Life and Occupations,"The rooms are decorated with handsome mirrors, rich carving in wood, and elegant painted wall-screens.",2,Culture and Daily Life
416,20,2,4,Daily Life and Occupations,You see the tops of these tables are of mottled marble; the frame-work and the stools are of rich black wood.,2,Culture and Daily Life
417,20,2,4,Daily Life and Occupations,"The rooms are lighted by large lanterns of glass set in wooden frames, which you can see suspended from the ceiling.",2,Culture and Daily Life
418,20,2,4,Daily Life and Occupations,"In the rear of this room there is a large kitchen where professional cooks, noted for their cleanliness, are employed in making all sorts of pastry.",2,Culture and Daily Life
419,20,2,4,Daily Life and Occupations,A peculiar feature of these kitchens is the large stock of boiling water kept on hand and sold at two cash a kettleful-two cash being about one-eighth of a cent.,2,Culture and Daily Life
420,20,2,4,Daily Life and Occupations,"This is a rather clever bit of economy where fuel is quite expensive, and, some time, perhaps, stands for the sale of hot water may become a paying business in America when the exigencies of vastly increased population compel a more grinding economy.",1,Economy and Labor
421,20,2,4,Daily Life and Occupations,"As guests enter and seat themselves at these tables, trays of sweetmeats and fruits of many sorts are placed on the tables occupied.",2,Culture and Daily Life
422,20,2,4,Daily Life and Occupations,"Small cups of tea, well made but never strong as it is taken in Western countries, are also placed before the guests.",2,Culture and Daily Life
423,20,2,4,Daily Life and Occupations,"When the temperate, harmless beverage is finished, guests, the occasional guests, are expected to leave and give place to others; but the man of leisure may be expected to spend his excess of time here in tea-inspired sociality with friends and neighbors.",2,Culture and Daily Life
424,20,2,4,Daily Life and Occupations,To increase the hilarity proprietors often engage vocalists and professional story-tellers and reciters who sing and relate and recite all day long.,2,Culture and Daily Life
425,20,2,4,Daily Life and Occupations,Smaller rooms are connected with these places in which those addicted to the opium habit can retire to inhale the fumes of that seductive alkaloid.,2,Culture and Daily Life
426,20,2,4,Daily Life and Occupations,"Old men are found here who, between their pipes and occasional cups of tea, pass away many weary hours.",2,Culture and Daily Life
427,20,2,4,Daily Life and Occupations,"Public thoroughfares are naturally chosen for tea-rooms; they are, therefore, not infrequently found adjoining temples and yamens.",0,Human Settlement and Infrastructure
428,20,2,4,Daily Life and Occupations,"This, then, is what I have called the national resort of China, with seldom anything more than tea for a beverage and sweetmeats and the pipe as indulgences.",2,Culture and Daily Life
429,20,2,4,Daily Life and Occupations,You see these men at the tables; the trays of cakes and fruits have been mostly removed; the small teacups may be refilled.,2,Culture and Daily Life
430,20,2,4,Daily Life and Occupations,"The delicious tea costs less than a cent a cup; there is no drunkenness here; there are no bar-room brawls; there may be the mild merriment and sociability that come of theine, but not the maniacal madness of alcohol.",2,Culture and Daily Life
431,20,3,4,Daily Life and Occupations,"You may see two pipes standing on the table by the teacups; they are not opium-pipes, but a not uncommon style of metal tobacco-pipe.",2,Culture and Daily Life
432,20,3,4,Daily Life and Occupations,The horizontal bowl is filled with water; the small upright bowl for the tobacco is attached to the top of the water-bowl; a small quantity of tobacco is used at one time; the smoke is drawn through the water and thereby cooled and purified.,2,Culture and Daily Life
433,20,3,4,Daily Life and Occupations,"Water-pipes in endless varieties are used, not only in China, but in all Oriental countries; so between sipping draughts of mild tea and whiffing a smoke well freed of its harmful alkaloid, the Chinaman whiles away his leisure.",2,Culture and Daily Life
434,20,4,4,Daily Life and Occupations,"For the peerless poet makes Cæsar say: ""Yon Cassius has a lean and hungry look; he thinks too much; such men are dangerous.""",2,Culture and Daily Life
435,20,4,4,Daily Life and Occupations,"One lady noticing the sharp, thin face of this man remarked, ""When the Chinese are skinny they are so awful skinny!""",2,Culture and Daily Life
436,20,4,4,Daily Life and Occupations,"For no sooner had we entered the place than he ordered a cup of tea for himself, and ordered his cup several times refilled.",2,Culture and Daily Life
487,23,2,4,Daily Life and Occupations,"By descending the river and continuing directly eastward for ninety-five miles we would arrive at Chusan, in the group of islands of the same name.",0,Human Settlement and Infrastructure
488,23,2,4,Daily Life and Occupations,"We have here again the same busy scene to be witnessed at every port in China, the ever-present, burden-bearing coolie who, in his own country, bids defiance to every form of labor-saving machine.",1,Economy and Labor
489,23,2,4,Daily Life and Occupations,"He is a labor-machine himself-willing, patient, full of endurance and contentment on ten cents a day, and such a thing as a strike has never dawned on his ox-like willingness to do an ox's work.",1,Economy and Labor
490,23,2,4,Daily Life and Occupations,His labor has been of great value to his country and to the world; but who has ever thought of erecting a monument in recognition of the world's indebtedness to the poor coolie.,1,Economy and Labor
491,23,2,4,Daily Life and Occupations,We are seeing this place on the last day of April; by the shadows you know the sun is shining; by the umbrellas you know it is warm.,2,Culture and Daily Life
492,23,2,4,Daily Life and Occupations,"For greater comfort some of the coolies, like the Russian peasants, are wearing their shirts outside their trousers, and I am not sure but it is the proper way.",2,Culture and Daily Life
493,23,2,4,Daily Life and Occupations,"I imagine some of these bales contain charcoal, as large quantities of it are shipped to Shanghai; we can see junks in the river; Ningpo is an important place for junk-building.",1,Economy and Labor
494,23,2,4,Daily Life and Occupations,"The Chinese consider Ningpo as one of the finest cities in the Empire; but to Europeans it is difficult to find much that may be considered fine; the streets are narrow and dirty, and it is intersected by numerous canals which are not by any means Venetian in general effect.",0,Human Settlement and Infrastructure
495,23,2,4,Daily Life and Occupations,"And, as in all cities in China, everything is out of repair; there are no signs of progress; no new buildings or bridges; everything is old; everything is dilapidated; everywhere there is dirt and disorder.",0,Human Settlement and Infrastructure
496,23,2,4,Daily Life and Occupations,"Pope makes order ""Heaven's first law,' but it is surely the tail-end of the Chinese code.",2,Culture and Daily Life
512,24,4,4,Daily Life and Occupations,"On our way, in a yard, a timber-yard, we will call it, we shall stop to inspect an unusual and ancient kind of saw-mill.",3,Traditional Arts and Crafts
513,25,2,4,Daily Life and Occupations,"This is truly the saw-mill of the country; it is everywhere in the rural districts, in the villages, in the great cities; even in the great cities like Shanghai and Tien-tsin, where manufacturers are partially Europeanized.",1,Economy and Labor
514,25,2,4,Daily Life and Occupations,This primitive method of lumber making still bears the sway and the smart modern steam saw-mill can scarcely compete.,3,Traditional Arts and Crafts
515,25,2,4,Daily Life and Occupations,"This mill will generally run threescore and ten years without any important renovation or restoration; besides, it is not an eight-hour mill; it runs from sunrise to sunset and seven days in the week, and never goes on a strike; it contains an automatic free orchestra attachment which furnishes music all day long; that is, they sing as they work.",1,Economy and Labor
516,25,2,4,Daily Life and Occupations,"The running expenses are trifling mill rent, twenty cents; fuel (rice), ten cents; extra mill hands, nothing; natural wear and tear, nothing; total daily running expense of the mill, thirty 1OO cents.",1,Economy and Labor
517,25,2,4,Daily Life and Occupations,See if you can tell how this heavy timber is supported rigidly erect for the heavy strain of a cross-cut saw.,0,Human Settlement and Infrastructure
518,25,2,4,Daily Life and Occupations,"It is after the fashion of our buck-saw, used horizontally, with the saw at right angles to the frame; that is the universal model of saw for the East, both for light and heavy work.",3,Traditional Arts and Crafts
519,25,2,4,Daily Life and Occupations,"There is a stack of bamboo poles of all sizes, destined to be used for almost every conceivable purpose.",2,Culture and Daily Life
557,28,2,4,Daily Life and Occupations,"Embroidery is the crowning glory of every wardrobe, and a wardrobe in China is not pretentious until it reaches a value of from five to ten thousand dollars.",3,Traditional Arts and Crafts
558,28,2,4,Daily Life and Occupations,"It is for furniture, wall decoration, screens, indeed, for everything in which rich silk fabric can form a part, from chair cushions to the royal robes of the Imperial Court.",3,Traditional Arts and Crafts
559,28,2,4,Daily Life and Occupations,"Birds, butterflies, flowers, life figures and portraiture are all marvelously executed in the most exquisite colors and designs.",3,Traditional Arts and Crafts
560,28,2,4,Daily Life and Occupations,"Here you see a number of girls, nearly all from families of the better class, some grown to womanhood, others little tots, all neatly attired and as diligent as ants, at work on pieces of embroidery, stretched on sticks, after the fashion of the quilting frame of bygone days.",3,Traditional Arts and Crafts
561,28,2,4,Daily Life and Occupations,"It would be impossible, in all China, nay, in all the world, I am inclined to think, to find a more comely and cultured group of girls than these; so gentle, so refined, so modest.",2,Culture and Daily Life
562,28,2,4,Daily Life and Occupations,And at this school several natives and others connected with the mission were doing guard duty every night; but no attack was ever made.,2,Culture and Daily Life
563,28,2,4,Daily Life and Occupations,"Distance destroys sympathy, and those far away cannot realize how terribly cruel and wanton and widespread was the butchery of innocence in that relentless war.",2,Culture and Daily Life
564,28,2,4,Daily Life and Occupations,This school is located quite away from the European settlement in one of the suburbs of the native city and is surrounded altogether by a native population.,0,Human Settlement and Infrastructure
565,28,2,4,Daily Life and Occupations,"It was apparently under excellent management, and when these girls were allowed for the first time to look at some of Underwood & Underwood's stereoscopic photographs through the stereoscope, they were quite overpowered with curiosity, wonder and amazement; and when they learned they were to be stereographed they hopped about in the most lively fashion, as girls are wont to do when their joy becomes ecstatic.",2,Culture and Daily Life
566,28,2,4,Daily Life and Occupations,They could scarcely be longer held at the plodding work of embroidery; they were all in a frolic when Miss Cogdal gave license for a romp in the yard.,2,Culture and Daily Life
567,28,2,4,Daily Life and Occupations,"Then to show me how Occidental these Oriental girls are becoming under Western tuition, Miss Cogdal assembled her little flock for an exercise with the dumbbells.",2,Culture and Daily Life
651,32,2,4,Daily Life and Occupations,"Before visiting China I had read of fishing being done in that far-away land by means of trained water birds, but it seemed almost incredible.",2,Culture and Daily Life
652,32,2,4,Daily Life and Occupations,When I was in Canton I received a letter from the house of Underwood & Underwood saying that if it were possible to find cormorant fishing in any part of the country I should not fail to make a view of it.,2,Culture and Daily Life
653,32,2,4,Daily Life and Occupations,"I was told in Canton that such a thing could only be seen far in the interior and had almost despaired of finding any opportunity of photographing such a scene; but while being rowed along this canal one day I suddenly came upon these two boats covered with great, unfamiliar birds.",2,Culture and Daily Life
654,32,2,4,Daily Life and Occupations,I motioned my boatman to take me ashore that I might obtain the proper light and distance; but the fishermen with their educated birds made away from me as rapidly as possible.,2,Culture and Daily Life
655,32,2,4,Daily Life and Occupations,I told him to offer them a dollar and a half; the offer only served to increase their speed; they were thoroughly frightened.,2,Culture and Daily Life
656,32,2,4,Daily Life and Occupations,"A Chinaman working near came to us and seeing apparently no ill designs in my movements, and being told I would give these men two dollars to be allowed to photograph their birds only, he started in pursuit of the fishermen along the bank of the canal.",2,Culture and Daily Life
657,32,2,4,Daily Life and Occupations,"He finally overtook them, explained my object and the money offer, and at last, after long and tedious negotiations, prevailed upon them to return.",1,Economy and Labor
658,32,2,4,Daily Life and Occupations,"It is to be remembered that two dollars meant their earnings for twenty days, which would be equivalent to giving an American fisherman thirty dollars.",1,Economy and Labor
659,32,3,4,Daily Life and Occupations,These birds are thoroughly tamed and wonderfully trained; they sit around on the sides of the boat and sometimes dive off after fish of their own accord; but are more frequently urged by gentle touches with those poles.,2,Culture and Daily Life
660,32,3,4,Daily Life and Occupations,"The fish are not usually seen from their perches on the boat, the water being often turbid; but they dive several feet under water and search for them.",2,Culture and Daily Life
661,32,3,4,Daily Life and Occupations,Strings or bands are put around their necks so that no fish large enough for cooking purposes can be swallowed.,2,Culture and Daily Life
662,32,3,4,Daily Life and Occupations,"Fish passing through this gastronomic handicap the birds, of course, devour; those too large are brought to the surface, where the fishermen snatch them from their beaks and deposit them in the specially made fish-basket.",2,Culture and Daily Life
663,32,3,4,Daily Life and Occupations,"Sometimes the fisherman, by way of encouragement, gives to his successful bird a small fish in exchange for a large one.",2,Culture and Daily Life
664,32,3,4,Daily Life and Occupations,Neck-bands are not always required; some birds are so well trained that they will deliver their prey without having any check put upon them.,2,Culture and Daily Life
665,32,3,4,Daily Life and Occupations,"When several hundred are fishing together, the scene becomes very lively; but there is no confusion; each bird knows his own master.",2,Culture and Daily Life
666,32,3,4,Daily Life and Occupations,"Sometimes when a large fish is taken one bird will go to the assistance of another, and the two together will bring the capture successfully to the boat.",2,Culture and Daily Life
667,32,3,4,Daily Life and Occupations,"The eggs are often hatched under hens, and the chickens are fed on eel's blood and hash.",2,Culture and Daily Life
668,32,3,4,Daily Life and Occupations,In some parts of the country cormorants are still trained in great numbers and are worth from five to eight dollars a pair.,1,Economy and Labor
669,32,3,4,Daily Life and Occupations,One of these boats came to the shore for me so I could make a close inspection of these intelligent creatures.,2,Culture and Daily Life
678,33,3,4,Daily Life and Occupations,"Near us, at the edge of the canal, we see women engaged, some in washing clothes, others in washing rice; all at the same place and in the same water.",2,Culture and Daily Life
679,33,3,4,Daily Life and Occupations,It is no uncommon thing to see water for cooking and drinking taken from sources impregnated with every form of pollution.,2,Culture and Daily Life
680,33,3,4,Daily Life and Occupations,"Now that I have mentioned a point against the cleanliness of these women, let me call your attention to another matter in which they are more particular than other women of the same class.",2,Culture and Daily Life
681,33,3,4,Daily Life and Occupations,"These are women of the lower class, poor, and engaged in manual drudgery, yet you will see their hair is carefully and neatly arranged.",2,Culture and Daily Life
682,33,3,4,Daily Life and Occupations,Chinese women are as careful to possess a tidy coiffure as the men are to maintain the integrity of their queues.,2,Culture and Daily Life
683,33,3,4,Daily Life and Occupations,"Here again we see family boats, and it is estimated that there is a floating population in and around Soo-chow of thirty thousand.",0,Human Settlement and Infrastructure
684,33,3,4,Daily Life and Occupations,"It is an important center for silk manufactures, and no fewer than one hundred thousand women are engaged in making embroidery.",3,Traditional Arts and Crafts
685,33,3,4,Daily Life and Occupations,"Many valuable cargoes of silk are carried in the small boats such as you see; notice the one before us, near the bridge at the right with a cannon mounted on the bow.",1,Economy and Labor
734,36,2,4,Daily Life and Occupations,"The beauty of those buildings and rows of trees with well-kept lawns and walks and well-paved streets is enhanced by the recollection that it is in the heart of China, six hundred miles from the sea.",0,Human Settlement and Infrastructure
735,36,2,4,Daily Life and Occupations,"I expected to find a few Europeans here, but not this charming vista of 136 modern buildings and beautified grounds.",0,Human Settlement and Infrastructure
736,36,2,4,Daily Life and Occupations,"We are looking eastward and down the river; behind this line of trees, on our right, is another promenade, overlooking the broad river and some fifty feet above it, flanked by a protecting wall.",0,Human Settlement and Infrastructure
737,36,2,4,Daily Life and Occupations,"It is instructive to know that this state of affairs has been established here since 1858, when, by the treaty of Nankin, Hankow became an open port.",1,Economy and Labor
738,36,2,4,Daily Life and Occupations,"The native quarter is very unlike this; it is, as I have remarked of other native cities, redolent of every known and unknown odor and teeming with filthy myriads of human life.",2,Culture and Daily Life
739,36,2,4,Daily Life and Occupations,"I was told that several Chinese gentlemen of Hankow made an effort to persuade their fellow townsmen to attempt to model the native city in some measure after the European Settlement, but the proposition met with so little favor that it was given up.",0,Human Settlement and Infrastructure
740,36,2,4,Daily Life and Occupations,"To change the ways of the masses of the Chinese people promises to be a ""steady job.""",1,Economy and Labor
741,36,2,4,Daily Life and Occupations,"Here again, we see few, if any, Europeans; this will be partially explained if you notice the shortness of the shadows cast by those figures in the foreground; I mean that you may see it is near midday, when Europeans, in hot weather, are seldom on the streets; but the whole place is animated with coolies, many of them pole-coolies, as they are called, because nearly all transportation is done by them by means of these poles.",2,Culture and Daily Life
742,36,2,4,Daily Life and Occupations,"We are here standing on the balcony of the Town Hall, and when I attempted to make this view the people near at hand fled as though Mara (Chinese Pluto) had suddenly arisen in their midst; a ""Fangqwei"" with a camera is scarcely less dreaded.",2,Culture and Daily Life
743,36,2,4,Daily Life and Occupations,"The idea occurred to me that if I should cast handful of cash down into the street, cupidity might overcome superstition and bring the coolies close again.",1,Economy and Labor
744,36,2,4,Daily Life and Occupations,I have previously explained to you that seventeen cash are equal to one cent and make a good handful.,2,Culture and Daily Life
745,36,2,4,Daily Life and Occupations,"I gave to my native porter a handful of cash and explained to him how, at a given time, he must throw the cash to the coolies below.",1,Economy and Labor
746,36,2,4,Daily Life and Occupations,"I returned to an inner room to prepare my apparatus, and when I returned and asked my porter where the cash was he replied: ""Coolie have got.""",1,Economy and Labor
747,36,2,4,Daily Life and Occupations,"The stupid fellow, not understanding my directions, had thrown them to the street in my absence; but they had served a good purpose, for, by this time, the street was full as you see it now, all eager and expectant.",2,Culture and Daily Life
748,36,2,4,Daily Life and Occupations,"I threw another handful, which was instantly followed by a chaos of heads, heels, poles, prostrations, ""flip-flips"" and somersaults.",2,Culture and Daily Life
749,36,2,4,Daily Life and Occupations,"When there was a partial restoration to mental and physical equipoise, and when they had become engaged, seemingly, in conference as to whether another shower of hard cash was to be expected and whether a madman or a veritable Carnegie had arrived in the foreign settlement, I manipulated my camera.",2,Culture and Daily Life
840,37,11,4,Daily Life and Occupations,"Mine waited in a farm-yard till our boy had brought in Childs; meantime, I sat in my chair surrounded by bogey-men; some came with paper lanterns which they held up before me to get a look at a ""foreign devil.""",2,Culture and Daily Life
841,37,11,4,Daily Life and Occupations,My companion had both guns in his chair; when he was brought back we apportioned our armament and resolved not to become separated again; we knew now we had no house-boat to fall back upon and trusted we might not fall into a dragon-festival crowd.,2,Culture and Daily Life
842,37,11,4,Daily Life and Occupations,"The streets were dimly lighted with paper and tin lanterns and we were set down in the heart of a strange town in the Province of Hunan, we were told, but from subsequent examination of maps I believe we were just on the boundary between the provinces of Hupeh and Kiangsi (see map of Eastern China, Map No. 2).",0,Human Settlement and Infrastructure
972,42,3,4,Daily Life and Occupations,"The average bamboo is about fifty feet in height and five inches in diameter, although the largest species, the giant bamboo (bambusa gigantia), found in Burmah and Ceylon, sometimes reaches a height of one hundred and fifty feet with a diameter of ten to fourteen inches.",0,Human Settlement and Infrastructure
973,42,3,4,Daily Life and Occupations,In Ceylon I have seen clumps of over a hundred swaying gracefully in the breeze and towering skyward to a great height.,2,Culture and Daily Life
974,42,3,4,Daily Life and Occupations,"The bamboo here is a small variety, not over two inches in diameter and twenty feet in height, but you see how straight and symmetrical the stalks are; how the whole stem is divided into joints or articulations, separated by an internode or knot; this is nature's ingenious way of giving great strength to a light and slender stalk.",0,Human Settlement and Infrastructure
975,42,3,4,Daily Life and Occupations,"The septum, or partition at the joint, extends across the stalk and is impervious to air and water, so that each joint can be used as a receptacle for many purposes.",2,Culture and Daily Life
976,42,3,4,Daily Life and Occupations,"For measures, from a gill to a gallon or several gallons, one has only to cut a joint of the right size and length.",2,Culture and Daily Life
977,42,3,4,Daily Life and Occupations,The rapidity of its growth is almost incredible; sometimes three and four inches in a single day.,2,Culture and Daily Life
978,42,3,4,Daily Life and Occupations,It is said that its growth is complete in one year; in confirmation of this a tea-planter in Ceylon showed me a clump.,1,Economy and Labor
979,42,3,4,Daily Life and Occupations,"which we estimated at fully seventy-five feet in height, the shoots of which were planted only eighteen months previous.",0,Human Settlement and Infrastructure
980,42,3,4,Daily Life and Occupations,"This is another wonderful provision of nature, since, growing in close masses, lateral branches could not develop while a young shoot is growing upward among old stalks.",0,Human Settlement and Infrastructure
981,42,3,4,Daily Life and Occupations,"When the tree grows older a curious liquid is secreted in those hollow joints, which forms an agreeable beverage.",2,Culture and Daily Life
982,42,3,4,Daily Life and Occupations,"If this liquid is allowed to remain in the tree, it becomes a concrete substance called tabascheer, which is highly valued for its medicinal properties.",2,Culture and Daily Life
983,42,3,4,Daily Life and Occupations,"This substance, after a time, loses its liquid nature and is found to contain silicious earth, which resists the impression of all acids and with alkalies becomes a transparent glass.",0,Human Settlement and Infrastructure
984,42,3,4,Daily Life and Occupations,Many bamboos absorb from the soil a large percentage of silica; hence the strong flinty nature of its fiber.,0,Human Settlement and Infrastructure
985,42,3,4,Daily Life and Occupations,The bamboo shoot comes from the ground much like that of the asparagus-the sprouts as thick as the full-grown tree; when six or eight inches above the ground it is edible and has many culinary uses; it is boiled as a vegetable; it is salted and eaten with rice; it makes an excellent pickle; it is also used for sweetmeats or preserves; a decoction made from the leaves is used for coughs.,2,Culture and Daily Life
986,42,3,4,Daily Life and Occupations,"There are millions of Oriental people whose houses are built altogether of it; vessels are fitted for sea, entirely of bamboo; ropes of all sizes are made from it; I have seen three-inch cables made of braided strands of bamboo.",2,Culture and Daily Life
987,42,3,4,Daily Life and Occupations,Masts of ships of five hundred tons are built up of many stalks bound together.,0,Human Settlement and Infrastructure
988,42,3,4,Daily Life and Occupations,"Three or four sections of large bamboo make a superior catamaran, the joints being water-tight.",2,Culture and Daily Life
989,42,3,4,Daily Life and Occupations,"In the Himalayan Mountains I have seen water conducted for many miles from springs and lakes to the plains below through bamboos used as pipes, the small end of one connecting with the large end of another, the joints or septa being removed.",0,Human Settlement and Infrastructure
990,42,3,4,Daily Life and Occupations,"The roots are carved into fantastic images; the leaves are used for thatch; rain-coats are also made from them and sold at twenty cents each; the wood, when cut into splints, is sewed into window curtains and door screens and plaited into awnings; the shavings are used for filling pillows.",2,Culture and Daily Life
991,42,3,4,Daily Life and Occupations,"Chairs, tables and mattresses, cooking utensils, umbrellas, fans, chop-sticks, bedsteads, agricultural implements, harness, fishing-tackle, baskets, traps of every sort, from the cricket trap to the tiger trap, are made of it.",3,Traditional Arts and Crafts
992,42,3,4,Daily Life and Occupations,"Two clumps of bamboo will furnish the entire material for a comfortable house in Southern China, at a cost of five dollars.",0,Human Settlement and Infrastructure
993,42,3,4,Daily Life and Occupations,"I have heard an old Jersey woman threaten her recalcitrant progeny with a * quince sucker ""; I have heard of a crispin government by the “slipper"" and of the ""birch"" persuasive; but in China the ""bamboo"" is the universal court of appeal; indeed, it may be considered co-ordinate, in general legislation, with the legislative and executive powers of the empire.",2,Culture and Daily Life
994,42,3,4,Daily Life and Occupations,"It is impossible to enumerate more than a fraction of the many uses of this royal reed; and those in this small plantation give little idea of the stately beauty of the Giant Bamboo, rising one hundred and fifty feet, a veritable arboreal monarch, overtopping all other trees, in the tropical world, and surpassing all others, both in majesty and utility.",2,Culture and Daily Life
995,42,3,4,Daily Life and Occupations,Our two dusky companions have listened patiently to my eulogy of their inanimate benefactors and I will not detain them nor you longer.,2,Culture and Daily Life
996,42,3,4,Daily Life and Occupations,"We shall hasten to board a steamer for Shanghai, and on the following morning we are once more in the busy streets of the European Settlement.",0,Human Settlement and Infrastructure
1165,51,2,4,Daily Life and Occupations,"The demand for water was so great that these hydrants were opened only twice a day; at such times all the nations were represented by water-carriers with all sorts of vessels, and here we see them at the hydrant waiting their turns.",2,Culture and Daily Life
1166,51,2,4,Daily Life and Occupations,"Not all the nations are represented here; but I can make out four; the Russians, being encamped on the other side of the river, are not to be seen; it also happens at this moment that no English soldiers are present, except the Indians, who are under the English.",0,Human Settlement and Infrastructure
1167,51,2,4,Daily Life and Occupations,They have newly arrived and are quartered a short distance up that street where the British marines were previously quartered; hence the presence of Hindoos and the absence of the English.,0,Human Settlement and Infrastructure
1168,51,2,4,Daily Life and Occupations,"Those Indians are fine, large men, and their moral and military bearing is highly commendable; they are accustomed to carry water in skins, which are included in their camp outfit in their own country; these skins, filled with water, are carried on the backs of donkeys.",2,Culture and Daily Life
1169,51,2,4,Daily Life and Occupations,"The coolies have a tub, and there are two five-gallon kerosene oil-cans near the little smart Jap with his clean, white suit.",2,Culture and Daily Life
1401,65,2,4,Daily Life and Occupations,"Here, as usual, we find the house partially destroyed; but as the buildings are chiefly of clay and unburned brick, many of them furnished little fuel for the flames.",0,Human Settlement and Infrastructure
1402,65,2,4,Daily Life and Occupations,"The inhabitants are now returning to reoccupy their old haunts when found habitable, and we find this family of the lower class ""chowing ""after their wonted fashion.",2,Culture and Daily Life
1403,65,2,4,Daily Life and Occupations,"I cannot describe dishes that are altogether mystery; there is rice, of course, and something which I imagine has once been fish; there are vegetables in small pieces in liquid.",2,Culture and Daily Life
1404,65,2,4,Daily Life and Occupations,"There are no knives nor forks on the table, nor chairs around it, but of course we see the inevitable chop-sticks or ""nimble lads,"" as their Chinese name implies.",2,Culture and Daily Life
1405,65,2,4,Daily Life and Occupations,"The name is appropriate, for the dexterity with which the Chinese handle these little straight sticks is marvelous; they will pick up a single grain of rice between the ends of these sticks as readily as we could do it with a spoon.",2,Culture and Daily Life
1489,67,19,4,Daily Life and Occupations,"After three removals, by the courtesy of Mr. Denby, son of ex-Minister Denby, I was allowed to occupy a room in a series of Chinese buildings under his charge.",0,Human Settlement and Infrastructure
1490,67,19,4,Daily Life and Occupations,"During that tine there was great scarcity, and it was often difficult to obtain a sufficiency of food to allay the gnawings of hunger.",2,Culture and Daily Life
