Agriculture and Farming,Architecture and Building,British Colonialism,Cemeteries and Burial Practices,Daily Life and Occupations,Education,Family and Social Structures,Fashion and Dress,Folk Festivals and Celebrations,Food and Diet,Gambling and Opium,Geography and Topography,Harbor and Waterways,Military and Naval Defenses,Missionary Work,Photography and Imaging,Plague and Disease,Prisoners and Punishment,Religion (Buddhism and Ancestor Worship),River Dwellers (Tankia),Social Classes and Customs,Tea Production and Trade,Trade and Commerce,Transportation,War and Conflict
0.0,5.960258064874324e-07,0.0,0.9999998807761656,2.9800638619015274e-06,0.0,1.037046934038166e-05,0.0,0.0,0.0,0.0,0.9999685263470333,8.117274542640551e-05,0.0,0.0,0.0,1.0,0.0,9.537902768697037e-07,0.0,3.93426102218708e-06,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.9999990462097231,1.6689054689322802e-06,0.0,3.815155876552012e-06,0.0,0.0,0.0,0.0,1.3112231088685533e-06,0.0,0.0,0.0,0.0,0.9979324788785798,0.0001337284408486905,0.0,0.0,4.768950248035253e-07,0.0,0.0,0.0,0.9997862024289057
0.0,8.344533100057561e-07,0.9648551889505353,0.0,0.9999750871640675,0.0,0.9997655789262221,1.192240617342577e-07,0.0,0.0,0.0,1.192240617342577e-07,0.0,0.0,7.152118257636175e-07,0.997284332546496,0.0,0.0,0.0,0.0,0.999998569577201,1.192240617342577e-07,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.994269275699906,0.0,0.015905671912823327,4.768950248035253e-07,0.0,7.080771619361048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.384476545103098e-07,0.0,0.0,0.9399049359186479,0.0,0.0,0.0,0.0
0.0,0.9999910593932734,3.815155876552012e-06,0.0,3.4570836574543407e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.3702362519380423,0.9999997615523455,0.9999824762661061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57605976830655e-07,7.630296515626078e-06,0.9999984503497855
0.0,0.9993039791753223,1.5496499871092695e-06,0.0,0.0015978904162464724,0.0,0.0,0.0,0.0,0.0,0.0,1.4304229126738122e-06,0.9953900956047523,0.9998488810924726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192240617342577e-07,0.9940885277388329,0.9999998807761656
0.0,0.0,0.6584217387979114,0.0,0.9999376491917541,0.0,0.999899043166482,0.0,0.0,0.0,0.0,1.192240617342577e-07,0.9999881992158033,0.0,5.960258064874324e-07,0.0,0.0,0.0,3.57605976830655e-07,2.145812430742744e-06,0.9802794049754281,0.0,1.192240617342577e-07,0.9999995231047478,0.0
0.0,0.712194546273659,0.0,0.0,9.537902768697037e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9916839592744818,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999176357102262,0.0
0.0,0.0,0.9996944526857977,0.0,0.9999976158993602,0.0,2.4674385294298773e-05,1.192240617342577e-07,0.0,0.0,0.0,2.02668910964654e-06,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999638806486773,0.0,2.3841004124225407e-06,1.0,0.0
1.192240617342577e-07,0.0,1.192240617342577e-07,0.0,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9999969007019724,0.9999958275089476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93426102218708e-06,1.192240617342577e-07,0.0
0.0,1.192240617342577e-07,0.00011085240495112281,0.0,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9999887952344767,0.964855519632234,1.0251296977292768e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192240617342577e-07,0.000158623957825621,0.0
0.0,0.0,0.9999997615523455,0.0,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9999963043233115,9.536328438142228e-06,7.749399615231134e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192240617342577e-07,3.218546048677773e-06,0.0,1.192051257703497e-06
0.0,0.0,0.9999986887770048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5621778043889543,0.9999558968314484,0.9999998807761656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.384476545103098e-07,0.0,0.9999992847883448
0.0,0.0,0.0010085025274729764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999924896496935,0.9999958275089476,0.9999992847883448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.145812430742744e-06,0.9999998807761656
0.0,0.0,0.9998255301910436,0.0,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9999873646563813,0.9999963043233115,0.06188157015638629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.344533100057561e-07,0.9999578037303596
0.0,1.192240617342577e-07,0.0,0.0,5.483205060219376e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.5103503065498955e-06,0.9999997615523455,5.960258064874324e-07,0.0,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.8933100181908953,0.9999831910220843,0.0
0.0,1.192240617342577e-07,1.0608823800883904e-05,0.0,0.989673096516276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997267263010404,0.9999839057203667,0.0,0.0,0.0,0.0,0.0,0.0,2.741637097347649e-06,0.0,0.0,0.9999922506003848,9.059744912831569e-06
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999775905945001,0.0005236505375016964,0.0,0.0,0.0,0.0,0.0,1.4304229126738122e-06,0.0,0.0,0.0,0.9999618552318933,3.218546048677773e-06
0.0,1.192240617342577e-07,4.768950248035253e-07,0.0,3.93426102218708e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999175165471391,0.999846141224627,0.0,0.9969241409342483,0.0,0.0,0.0,0.0,0.0,0.0,1.4662768811013471e-05,0.9999910593932734,0.016402628022136323
0.0,0.0,0.9999916550353048,0.0,0.00011621845444254042,0.0,0.0,0.0,0.0,0.0,1.752373366648019e-05,1.1562366811213032e-05,0.9999978541875693,0.06754564333540913,0.0,0.0,0.0,1.192240617342577e-07,0.0,9.537902768697037e-07,8.30792392091384e-05,0.9974084003602857,0.9999997615523455,0.02442545100180271,5.244836645101891e-06
0.0,0.00017697202212085816,0.0020506473107041456,0.0,2.384476545103098e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9999971391564481,1.0,0.9999865299439533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.630296515626078e-06,0.9998026504818562,0.9956682701310557
0.0,3.57605976830655e-07,0.0,0.0,5.960258064874324e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9999940399834745,0.999998092420356,2.384476545103098e-07,0.0,1.1204765295924624e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.242652194845874e-05,0.0015540429954367108,0.0
0.0,9.537902768697037e-07,2.384476545103098e-07,0.0,8.702340543398357e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999458823641708,0.9999858143543222,0.0,0.0,0.0,8.344533100057561e-07,0.0,0.0,0.0,0.0,0.0,8.344533100057561e-07,1.0
0.0,0.9999203762177854,0.9871797358213031,0.0,0.9974488574882322,0.0,0.0,0.0,0.0,2.384476545103098e-07,0.0,1.9075798713963366e-06,0.9999998807761656,3.57605976830655e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.384476545103098e-07,0.9998413760424018,0.9999997615523455,0.9999947551633549,0.0
1.192240617342577e-07,0.0,0.9999978541875693,0.0,8.344533100057561e-07,0.0,0.0,0.0,0.0,1.192240617342577e-07,0.0,0.0,0.9996140520874073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.264949380159642e-06,1.0,0.00022738713834313806,0.0
0.0,0.0,0.9324542524547018,0.0,0.9998744892845888,0.0,0.0,0.0,0.0,0.0,0.0,0.9998509061676675,0.9999998807761656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3112231088685533e-06,0.0,0.9999953509740246,0.9999997615523455,0.0
0.0,4.768950248035253e-07,0.03410071591512265,0.0,0.9999995231047478,0.0,1.9075798713963366e-06,0.0,0.0,0.0,0.0,1.4901349391416296e-05,0.9999998807761656,0.0,0.0,2.384476545103098e-07,0.0,0.0,1.192240617342577e-07,1.192240617342577e-07,0.9998532885604047,9.01101810085736e-05,0.9999994039743072,0.9999983310946448,0.0
0.0,0.0,0.9910147105403911,0.0,0.9999864106871647,0.0,1.192240617342577e-07,0.0,0.0,0.0,0.0,1.9075798713963366e-06,0.9999995231047478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998622220053676,0.0,0.8266923689043593,0.9999998807761656,0.0
0.0,1.192240617342577e-07,0.1602827390946019,0.0,5.125661624805211e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.989673096516276,0.9999880800024706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192240617342577e-07,0.0,0.999972463780847,0.00029161330221505466,0.0
0.0,0.0,0.9999990462097231,0.0,9.537902768697037e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9999958275089476,0.9999995231047478,1.9075798713963366e-06,0.0,0.0,0.0,0.0,0.0,1.192240617342577e-07,0.0,0.0,1.108557052253989e-05,1.192240617342577e-07,0.0
0.0,0.0,0.9998298195455368,4.768950248035253e-07,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9999295496533745,0.0,0.0004975799555200222,9.655482241965885e-06,0.0,0.0,0.9899872560237665,1.3231550839210016e-05,0.0,1.192240617342577e-07,0.0,0.0,0.0,0.9999992847883448
0.0,0.0,0.0,0.0,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9999984503497855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192240617342577e-07,0.0
0.0,1.0,5.960016525530243e-06,0.0,3.57605976830655e-07,0.0,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.00044110863249591237,1.192240617342577e-07,0.0,0.0,2.384476545103098e-07,0.0,0.0,0.0,0.0,7.152118257636175e-07,0.0,0.0,0.0,0.0
1.0,0.0,1.788187994011814e-06,0.0,0.9994384938226866,0.0,0.0,0.0,0.0,1.0,0.0,0.9999991655469742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.384476545103098e-07,0.0,0.0,1.8238545748783253e-05,0.0,0.0
0.9999982118117786,0.0,3.6956766884532755e-06,0.0,6.127892950069658e-05,0.0,0.0,0.0,0.0,0.9999997615523455,0.0,0.3345717423851678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979005160319698,0.0,0.0
0.0,0.990874706406665,0.9999536321356571,0.0,2.8132549135029272e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9999964236267548,6.079235556621931e-06,1.192240617342577e-07,0.0,2.264949380159642e-06,0.0,0.0,0.0,0.0,0.0,2.384476545103098e-07,0.9999831910220843,0.9999998807761656,0.0
0.0,0.9998058682698683,0.3997996481106744,0.0,0.000158623957825621,0.0,0.0,0.0,0.0,0.0,0.0,7.998122853336564e-05,0.9999986887770048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.741637097347649e-06,0.00746108830246095,0.0
0.0,0.9999994039743072,0.0001591004862114831,0.0,2.384476545103098e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9983514939350135,3.57605976830655e-07,0.0,2.384476545103098e-07,0.0,0.0,0.0,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9999992847883448,2.384476545103098e-07,0.0,1.4304229126738122e-06,0.0,9.298030337445695e-06,0.0,0.0,0.0,0.0,0.0002379978459463583,0.0,0.0,1.227765654099322e-05,1.4304229126738122e-06,0.0,0.0,1.192240617342577e-07,0.0,7.152118257636175e-07,0.0,0.0,0.0,0.0
0.0,0.0,0.9999368154848282,0.0,2.6582173885847382e-05,1.0,0.0001854323404359981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002070034601948656,0.0,0.0,0.0,0.0,0.0,0.00014004105579135118,0.0,0.0,0.0,0.0
0.0,1.192240617342577e-07,0.0,0.0,0.9996993356138589,0.999874370192119,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.57605976830655e-07,0.0,0.00016875070919120105,0.9999996423941084,2.384476545103098e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016886985470865312,0.0,0.0,0.0,0.0
0.0,0.0,6.913942543262941e-06,0.0,1.144316321288752e-05,0.9999396801943979,9.537902768697037e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.820335869164087e-05,0.0,0.0,1.192240617342577e-07,5.960258064874324e-07,0.0,0.0008969492691042191,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0009111137431092597,0.9999911785278358,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6689054689322802e-06,0.0,0.0,0.0,0.0
0.0,0.0,0.20688203897348123,7.152118257636175e-07,0.0004948419461142661,0.0,0.999987006942147,3.57605976830655e-07,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,3.815155876552012e-06,0.9999996423941084,0.0,3.337807925274383e-06,0.9999768754005207,0.0,0.999998569577201,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.8025617697501346e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.1480543488738717,0.9999998807761656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192051257703497e-06,0.00032019659536486333,0.9999997615523455,0.0
0.0,1.788187994011814e-06,0.9998202873806669,0.0,3.815155876552012e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.9993333814720765,0.999998927093209,0.0,0.0,2.264949380159642e-06,0.0,0.0,0.0,0.0,2.384476545103098e-07,6.079235556621931e-06,0.0069043375701156595,0.9999632849622555,0.0
0.0,0.0,1.0729066772796614e-06,0.0,2.384476545103098e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9999694791623549,0.9999529169060649,0.1561184606630407,1.192240617342577e-07,2.384476545103098e-07,0.0,0.0,0.0,1.788187994011814e-06,0.0,0.0,1.192240617342577e-07,8.344533100057561e-07,4.124289339657583e-05
0.0,0.0,0.718568960834139,0.0,0.9999957083847452,0.0,0.0,0.0,0.0,0.0,0.0,2.145812430742744e-06,0.9999994039743072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4304229126738122e-06,0.9796656431879599,0.9999992847883448,1.0,0.0
0.0,4.410745809479977e-06,2.9800638619015274e-06,0.0,0.9998246961338424,0.0,0.0,0.0,0.0,0.0,0.0,5.72159797485039e-06,0.9999994039743072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192240617342577e-07,0.0,0.9999531553170847,0.9999998807761656,0.0
0.0,0.0,0.9999945167951672,0.0,0.00011621845444254042,0.0,2.3959066688616915e-05,0.0,0.0,0.0,0.0,0.0,0.9525746196383702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999995231047478,0.0,0.9995557935013765,0.9999996423941084,0.0
0.0,0.0,7.152118257636175e-07,0.0,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9999978541875693,0.9999995231047478,0.0,0.0,0.0,0.0,0.0,0.0,1.192240617342577e-07,0.0,9.537902768697037e-07,8.939511314753901e-05,0.00014706879668535677,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999992847883448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996285852548685,0.0
0.0,0.0,0.0,0.0,2.384476545103098e-07,0.0,1.192240617342577e-07,0.0,0.0,0.0,0.0,0.9999996423941084,0.0009622959479403947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192240617342577e-07,0.0,0.0
0.0,9.537902768697037e-07,0.0,0.0,0.21729775147548103,0.0,2.384476545103098e-07,1.3112231088685533e-06,2.384476545103098e-07,0.0,0.0,2.384476545103098e-07,0.002287514193805018,0.0,0.0,0.0,0.0,0.0,0.0,1.192240617342577e-07,3.98129235018585e-05,0.0,0.9999897487030227,0.0,0.0
0.0,0.08755814925593486,4.768950248035253e-07,1.0847190710094878e-05,0.0015978904162464724,0.0,0.029311899534465558,0.0,0.0,0.0,0.0,4.172491279819113e-06,0.9999911785278358,5.960258064874324e-07,0.0,0.0,0.0,1.192240617342577e-07,0.0,0.9999048840236202,8.344533100057561e-07,0.0,6.317691993329433e-06,0.9999326467205352,0.0
0.0,0.999897493414218,0.0,1.192051257703497e-06,0.9998746083770728,0.0,1.6928101522206696e-05,0.0,0.0,0.0,0.0,0.0008167222310766498,0.9999964236267548,1.192051257703497e-06,0.0,0.0,1.192240617342577e-07,0.0,0.0,0.9241480574723988,0.00010584471655761263,0.0,1.192240617342577e-07,0.00033043952728895043,0.0
0.0,8.915676700804731e-05,0.0,0.0,4.768950248035253e-07,0.0,5.173274339587142e-05,0.0,0.0,0.0,0.0,1.3112302875262216e-05,0.9999783057362415,0.0,0.0,0.0,0.0,0.0,1.192051257703497e-06,0.9999996423941084,1.3589312835349254e-05,0.0,0.0,0.0001662487080162922,0.0
0.0,0.0,2.384476545103098e-07,0.0,0.9886697416458752,0.0,0.0,0.0,0.0,0.0,0.0,3.93426102218708e-06,0.999998569577201,2.5151294017145e-05,0.0,0.0,0.0,0.0,0.0,2.872891536753741e-05,2.6224444984457307e-06,0.016914962066869377,0.9998601971546018,0.9999983310946448,0.0
0.999992369703257,8.225844613463096e-06,1.1204765295924624e-05,0.0,0.9999896295304322,0.0,1.192240617342577e-07,0.0,0.0,0.999902142496335,0.0,1.192240617342577e-07,0.000555196906623534,5.960258064874324e-07,0.0,0.0,2.3841004124225407e-06,0.0,0.0,0.00040155399124319757,2.741637097347649e-06,0.0,0.0006720942965955379,0.9999941591956986,0.0
0.0,0.9999984503497855,0.0,0.0,0.9999934438270707,0.0,1.3112231088685533e-06,0.0,0.0,0.0,0.0,0.00015385877537299475,0.9999974967344724,1.192051257703497e-06,0.0,0.0,0.0,0.0,0.0,0.43782203903365513,0.9928782380169536,0.0,9.537902768697037e-07,0.9996927853144894,0.0
0.0,0.9996644388275595,4.7321508308550975e-05,0.0,0.0007555388763511584,0.0,1.788187994011814e-06,0.0,0.0,0.0,0.0,0.0,0.0002102216723438577,1.192240617342577e-07,1.4424200679097332e-05,0.0,0.0,1.192240617342577e-07,0.0,0.9999977350503925,0.999728155316972,0.0,0.9995572232911586,0.9511421594163308,0.0
0.0,0.9993736166344885,0.0,0.0,0.9999500557236146,0.0,1.192240617342577e-07,0.0,0.0,6.104074376855895e-05,0.0,0.0,0.0003864244201401412,2.384476545103098e-07,0.0,0.0,0.0,0.0,0.0,0.39233030345733905,1.7285475894635027e-05,0.0,0.0,0.9999260949579272,0.0
0.9964060732630793,4.649025975411725e-06,0.0,0.01205257358041567,0.999993563070601,0.0,0.9997187475159697,0.0,1.192240617342577e-07,3.57605976830655e-07,0.0,3.57605976830655e-07,0.003123948546562505,0.0,0.0,0.0,0.0,0.0,0.0,0.0002963769841529684,8.702340543398357e-06,0.0,0.0,0.9997655789262221,0.0
0.0,1.1562366811213032e-05,0.0004208541148903455,0.0,0.9999432586246728,0.0,2.384476545103098e-07,0.0,0.0,0.0,0.0,2.384476545103098e-07,0.9999893911761991,0.0,0.0,0.0,0.0,0.0,0.0,1.0729066772796614e-06,0.9999110815941936,2.062165932470439e-05,0.00039666955384354274,0.999979735846639,0.0
0.0,0.0,0.348650619007789,0.0,0.9997241064244075,0.0,5.244836645101891e-06,0.0,0.0,0.9999300261369334,0.0,2.384476545103098e-07,0.9999903445179854,0.0,0.0,0.0,0.0,0.0,0.0,0.9770201945151228,0.9998976126258453,0.0,0.00010095683351796225,0.9999988079489697,0.0
0.0,0.0,1.0729066772796614e-06,0.0,0.9999976158993602,0.0,7.152118257636175e-07,0.0,0.0,0.0,0.0,1.3470056046682721e-05,0.9999965429163425,0.0,0.0,0.0,0.0,0.0,0.0,0.9999249036159062,1.4424200679097332e-05,5.960258064874324e-07,0.9999997615523455,0.9999997615523455,0.0
0.0,0.0,2.145812430742744e-06,0.0,0.9999991655469742,0.0,0.999972463780847,0.9871796181403153,0.0,0.0,0.0,0.0,2.860843551943937e-06,0.0,8.583211864254814e-06,0.0,0.0,0.0,0.0,3.57605976830655e-07,0.9999850986506086,0.0,0.008847240020587566,0.0,0.0
0.0,0.0,0.9149073147516964,0.0,0.9997219628808618,0.0,0.0,0.0,0.0,0.999986172162716,0.0,2.384476545103098e-07,0.9999949935065885,0.0,0.0,0.0,0.0,0.0,0.0,2.205182718995058e-05,8.344533100057561e-07,1.192240617342577e-07,0.9999991655469742,0.9999934438270707,0.0
0.0,1.788187994011814e-06,0.0,0.0,3.4570836574543407e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.9994115904686002,0.9999997615523455,0.0,0.0,0.0,0.0,0.0,0.0,3.57605976830655e-07,0.0,0.0,1.585605744547358e-05,0.9999959466272526,0.0
0.0,5.960258064874324e-07,0.0,0.0,0.0005659107112359063,0.0,1.192240617342577e-07,1.192240617342577e-07,9.537902768697037e-07,0.0,0.0,1.1204765295924624e-05,0.9999986887770048,1.192240617342577e-07,0.0,2.384476545103098e-07,0.0,0.0,0.0,7.868505883856791e-06,7.056947475514441e-05,0.0,1.192240617342577e-07,0.9999450475772358,0.0
0.0,3.93426102218708e-06,0.0,0.0,5.483205060219376e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.195008234169183e-05,0.9999972583629027,0.0,0.0,1.192051257703497e-06,0.0,0.0,0.0,1.0132127783113454e-05,0.0,0.0,0.0,0.9990744837275973,0.0
0.0,0.9986539644494197,2.384476545103098e-07,0.0,0.9964061904199891,0.0,0.0010989166930915895,2.384476545103098e-07,1.788187994011814e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998230279778791,0.0,1.192240617342577e-07,0.0,0.0
0.0,0.0,2.6701425927755373e-05,0.0,0.9999485057249474,0.0,0.0001854323404359981,0.0,0.0,0.0,1.0,0.0,0.00023811707072995958,0.0,1.192240617342577e-07,0.0,0.0,0.0,0.0,2.9683185498674547e-05,0.9999920123837689,0.0,1.3947103124856142e-05,0.0,0.0
0.0,0.0,0.0,0.0,0.9997468509579804,0.0,2.860843551943937e-06,0.0,4.768950248035253e-07,0.0,2.384476545103098e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997323232287311,0.0,0.0,0.0,0.0
0.0,0.0,1.5496499871092695e-06,0.0,0.9999827145241054,0.0,0.02096660502733949,0.0,1.192240617342577e-07,0.0,0.9993759974100515,1.192240617342577e-07,0.0007494680816854116,0.0,0.0,0.0,0.0,0.0,0.0,0.00010918311264518366,0.9999965429163425,0.0,3.57605976830655e-07,1.192240617342577e-07,0.0
